#Coverage	Number of genomic locations
0.0	3.5756215E7
1.0	2.9329767E7
2.0	4.1706409E7
3.0	5.7390019E7
4.0	7.4757392E7
5.0	9.1560004E7
6.0	1.05115902E8
7.0	1.12972786E8
8.0	1.13701645E8
9.0	1.07327455E8
10.0	9.5612862E7
11.0	8.0708175E7
12.0	6.4844143E7
13.0	4.9793806E7
14.0	3.6742508E7
15.0	2.6141801E7
16.0	1.7955321E7
17.0	1.2019943E7
18.0	7856106.0
19.0	5029341.0
20.0	3175716.0
21.0	2008392.0
22.0	1266978.0
23.0	818974.0
24.0	548752.0
25.0	382520.0
26.0	282625.0
27.0	219704.0
28.0	179159.0
29.0	153259.0
30.0	135950.0
31.0	122829.0
32.0	110571.0
33.0	101521.0
34.0	94663.0
35.0	88263.0
36.0	82101.0
37.0	76771.0
38.0	72145.0
39.0	68475.0
40.0	64485.0
41.0	61037.0
42.0	57376.0
43.0	54416.0
44.0	52050.0
45.0	50551.0
46.0	47508.0
47.0	44619.0
48.0	42248.0
49.0	40633.0
50.0	38155.0
51.0	36881.0
52.0	35661.0
53.0	34060.0
54.0	31750.0
55.0	30127.0
56.0	29319.0
57.0	28718.0
58.0	27330.0
59.0	26512.0
60.0	25536.0
61.0	24529.0
62.0	23683.0
63.0	22764.0
64.0	21913.0
65.0	21521.0
66.0	21037.0
67.0	20155.0
68.0	19617.0
69.0	18812.0
70.0	18057.0
71.0	17538.0
72.0	17298.0
73.0	16877.0
74.0	16589.0
75.0	15704.0
76.0	15416.0
77.0	14768.0
78.0	14586.0
79.0	14179.0
80.0	13566.0
81.0	13480.0
82.0	12985.0
83.0	12389.0
84.0	12441.0
85.0	11922.0
86.0	11685.0
87.0	11377.0
88.0	11196.0
89.0	10528.0
90.0	10769.0
91.0	10079.0
92.0	10008.0
93.0	10068.0
94.0	9733.0
95.0	9877.0
96.0	9487.0
97.0	9132.0
98.0	9142.0
99.0	8600.0
100.0	8721.0
101.0	8342.0
102.0	8370.0
103.0	8170.0
104.0	7917.0
105.0	7970.0
106.0	7779.0
107.0	7822.0
108.0	7580.0
109.0	7349.0
110.0	7214.0
111.0	7254.0
