#Insert size (bp)	insert size
1.0	435.0
2.0	95.0
3.0	44.0
4.0	37.0
5.0	32.0
6.0	42.0
7.0	28.0
8.0	35.0
9.0	39.0
10.0	40.0
11.0	37.0
12.0	37.0
13.0	39.0
14.0	41.0
15.0	35.0
16.0	35.0
17.0	27.0
18.0	34.0
19.0	25.0
20.0	32.0
21.0	31.0
22.0	33.0
23.0	37.0
24.0	31.0
25.0	24.0
26.0	31.0
27.0	40.0
28.0	41.0
29.0	40.0
30.0	38.0
31.0	25.0
32.0	22.0
33.0	18.0
34.0	24.0
35.0	43.0
36.0	16.0
37.0	31.0
38.0	75.0
39.0	207.0
40.0	5383.0
41.0	5642.0
42.0	5733.0
43.0	5647.0
44.0	5408.0
45.0	5307.0
46.0	5533.0
47.0	5458.0
48.0	5686.0
49.0	6001.0
50.0	5498.0
51.0	5327.0
52.0	5178.0
53.0	5162.0
54.0	5304.0
55.0	4925.0
56.0	5360.0
57.0	5137.0
58.0	5322.0
59.0	5257.0
60.0	5065.0
61.0	4968.0
62.0	4908.0
63.0	4817.0
64.0	4873.0
65.0	4804.0
66.0	4983.0
67.0	4854.0
68.0	4696.0
69.0	4830.0
70.0	4780.0
71.0	4773.0
72.0	4591.0
73.0	4661.0
74.0	4693.0
75.0	4534.0
76.0	4741.0
77.0	4233.0
78.0	4521.0
79.0	4645.0
80.0	4343.0
81.0	4502.0
82.0	4204.0
83.0	4284.0
84.0	4090.0
85.0	4143.0
86.0	3822.0
87.0	3921.0
88.0	3947.0
89.0	4248.0
90.0	4335.0
91.0	4225.0
92.0	3852.0
93.0	3875.0
94.0	3822.0
95.0	3723.0
96.0	3573.0
97.0	3647.0
98.0	3519.0
99.0	3874.0
100.0	4069.0
101.0	4017.0
102.0	3773.0
103.0	3632.0
104.0	3324.0
105.0	3539.0
106.0	3559.0
107.0	3469.0
108.0	3748.0
109.0	3604.0
110.0	3654.0
111.0	3560.0
112.0	3405.0
113.0	3335.0
114.0	3492.0
115.0	3308.0
116.0	3248.0
117.0	3198.0
118.0	3214.0
119.0	3276.0
120.0	3382.0
121.0	3672.0
122.0	3416.0
123.0	3462.0
124.0	3396.0
125.0	3276.0
126.0	3410.0
127.0	3388.0
128.0	3449.0
129.0	3705.0
130.0	3818.0
131.0	3929.0
132.0	3818.0
133.0	3989.0
134.0	3935.0
135.0	4012.0
136.0	4044.0
137.0	4242.0
138.0	4303.0
139.0	4557.0
140.0	4856.0
141.0	5197.0
142.0	5156.0
143.0	5196.0
144.0	5214.0
145.0	5199.0
146.0	5259.0
147.0	5389.0
148.0	5759.0
149.0	6032.0
150.0	6405.0
151.0	6721.0
152.0	7173.0
153.0	7181.0
154.0	7367.0
155.0	7642.0
156.0	7670.0
157.0	7901.0
158.0	8364.0
159.0	8525.0
160.0	8980.0
161.0	9228.0
162.0	9391.0
163.0	9919.0
164.0	10038.0
165.0	10480.0
166.0	10847.0
167.0	11101.0
168.0	11544.0
169.0	11989.0
170.0	12672.0
171.0	13031.0
172.0	13244.0
173.0	13757.0
174.0	14367.0
175.0	15217.0
176.0	15684.0
177.0	16102.0
178.0	16619.0
179.0	17432.0
180.0	17885.0
181.0	18367.0
182.0	19101.0
183.0	19975.0
184.0	20428.0
185.0	21259.0
186.0	21893.0
187.0	22508.0
188.0	23305.0
189.0	24058.0
190.0	24936.0
191.0	25785.0
192.0	26823.0
193.0	27819.0
194.0	28304.0
195.0	29202.0
196.0	30208.0
197.0	31144.0
198.0	32042.0
199.0	33301.0
200.0	33763.0
201.0	35139.0
202.0	36235.0
203.0	36824.0
204.0	38365.0
205.0	39098.0
206.0	40148.0
207.0	41670.0
208.0	42300.0
209.0	43499.0
210.0	45067.0
211.0	46119.0
212.0	46769.0
213.0	47750.0
214.0	49174.0
215.0	50097.0
216.0	51131.0
217.0	52540.0
218.0	53664.0
219.0	54735.0
220.0	56353.0
221.0	57801.0
222.0	58994.0
223.0	59773.0
224.0	61009.0
225.0	61732.0
226.0	62106.0
227.0	64035.0
228.0	64918.0
229.0	66109.0
230.0	67460.0
231.0	68098.0
232.0	69277.0
233.0	70608.0
234.0	71317.0
235.0	71629.0
236.0	72871.0
237.0	73670.0
238.0	75327.0
239.0	75778.0
240.0	76348.0
241.0	77721.0
242.0	78317.0
243.0	79339.0
244.0	80077.0
245.0	80755.0
246.0	81558.0
247.0	82502.0
248.0	82434.0
249.0	83535.0
250.0	84596.0
251.0	85168.0
252.0	85736.0
253.0	86763.0
254.0	87221.0
255.0	87702.0
256.0	88039.0
257.0	89428.0
258.0	90103.0
259.0	89177.0
260.0	90570.0
261.0	90954.0
262.0	91967.0
263.0	92121.0
264.0	92489.0
265.0	93416.0
266.0	93347.0
267.0	93528.0
268.0	94334.0
269.0	94606.0
270.0	95079.0
271.0	95174.0
272.0	95255.0
273.0	95200.0
274.0	96250.0
275.0	96221.0
276.0	96545.0
277.0	97198.0
278.0	97350.0
279.0	97334.0
280.0	97646.0
281.0	97455.0
282.0	98318.0
283.0	98481.0
284.0	98615.0
285.0	97838.0
286.0	98380.0
287.0	97896.0
288.0	99037.0
289.0	99138.0
290.0	98733.0
291.0	98670.0
292.0	99176.0
293.0	99848.0
294.0	99631.0
295.0	100124.0
296.0	99581.0
297.0	99644.0
298.0	99751.0
299.0	100175.0
300.0	99218.0
301.0	99506.0
302.0	100028.0
303.0	99386.0
304.0	99784.0
305.0	100254.0
306.0	99301.0
307.0	99931.0
308.0	99782.0
309.0	100176.0
310.0	99411.0
311.0	99661.0
312.0	99436.0
313.0	100305.0
314.0	98991.0
315.0	99500.0
316.0	99673.0
317.0	99594.0
318.0	99587.0
319.0	98903.0
320.0	99160.0
321.0	98613.0
322.0	98835.0
323.0	99146.0
324.0	98942.0
325.0	98406.0
326.0	98359.0
327.0	97863.0
328.0	98560.0
329.0	97462.0
330.0	97725.0
331.0	97892.0
332.0	97022.0
333.0	96567.0
334.0	97092.0
335.0	97457.0
336.0	96984.0
337.0	96894.0
338.0	96376.0
339.0	96280.0
340.0	95988.0
341.0	96529.0
342.0	96139.0
343.0	96050.0
344.0	95720.0
345.0	95382.0
346.0	95109.0
347.0	94730.0
348.0	94647.0
349.0	94584.0
350.0	95131.0
351.0	94198.0
352.0	93584.0
