#Position (bp)	mapping quality
1473116.5	20.262531766983816
4419348.5	25.097657842028447
7365580.5	26.051795142420204
1.03118125E7	25.374480358223227
1.32580445E7	25.38879721551359
1.62042765E7	26.1365760466786
1.91505085E7	23.788595497094928
2.20967405E7	25.98248519417323
2.50429725E7	25.37815192562753
2.79892045E7	27.581889238966085
3.09354365E7	25.74321123294553
3.38816685E7	26.632600533743744
3.68279005E7	26.371725191121385
3.97741325E7	26.553321135043593
4.27203645E7	26.396765828849013
4.56665965E7	25.285792262160665
4.86128285E7	26.37393422444945
5.15590605E7	26.63577123530576
5.45052925E7	26.71966982405032
5.74515245E7	27.669524693324107
6.03977565E7	26.980419411505498
6.33439885E7	26.17541037269826
6.62902205E7	25.770898779065277
6.92364525E7	26.205823458927878
7.21826845E7	26.777875903693964
7.51289165E7	17.649581492380115
7.80751485E7	24.654243893463942
8.10213805E7	27.241055431793562
8.39676125E7	23.49618653057863
8.69138445E7	27.13972439826
8.98600765E7	28.582026079163242
9.28063085E7	26.616587204612607
9.57525405E7	25.852153934387207
9.86987725E7	25.14436842269042
1.016450045E8	26.737688593108356
1.045912365E8	24.83788290089377
1.075374685E8	26.55997374953104
1.104837005E8	22.738639056967187
1.134299325E8	25.856905397033874
1.163761645E8	27.536972075529615
1.193223965E8	25.43802218776913
1.222686285E8	26.86114062678273
1.252148605E8	25.226030534246018
1.281610925E8	24.854390497651913
1.311073245E8	26.200917553310415
1.340535565E8	25.43831260757055
1.369997885E8	25.26859064154577
1.399460205E8	23.28299831045967
1.428922525E8	25.958073465964798
1.458384845E8	26.95996932218854
1.487847165E8	26.52459812213101
1.517309485E8	26.086707843984428
1.546771805E8	24.762256164511538
1.576234125E8	26.01002873411155
1.605696445E8	24.27189748754006
1.635158765E8	19.892812429005698
1.664621085E8	21.816281526895352
1.694083405E8	24.393270909291722
1.723545725E8	24.930147714433925
1.753008045E8	23.16204153499287
1.782470365E8	23.113247792398354
1.811932685E8	24.939022041371132
1.841395005E8	25.63984784561222
1.870857325E8	24.889140229695208
1.900319645E8	25.829735198594122
1.929781965E8	25.43370493011039
1.959244285E8	25.84233651877518
1.988706605E8	24.672685686820074
2.018168925E8	25.127983124069264
2.047631245E8	18.809277393210394
2.077093565E8	21.76172222973442
2.106555885E8	22.944793255349282
2.136018205E8	19.944390090725108
2.154737165E8	18.610703515878892
2.169468325E8	21.59703118571602
2.194942845E8	23.84185197595612
2.224405165E8	26.340697470234225
2.253867485E8	26.547524618202047
2.283329805E8	26.731536703863547
2.312792125E8	27.5743080605225
2.342254445E8	26.61882611118123
2.371716765E8	26.88462314977418
2.401179085E8	27.553212198359997
2.430641405E8	27.166267978471
2.460103725E8	25.866384593943465
2.489566045E8	27.078310567647204
2.519028365E8	27.683061936776873
2.548490685E8	27.807100795005898
2.577953005E8	26.924957697879464
2.607415325E8	26.575586695576185
2.636877645E8	26.75250958820191
2.666339965E8	25.518012509141844
2.695802285E8	24.462452936406226
2.725264605E8	27.693597772013867
2.754726925E8	25.006711088387952
2.784189245E8	19.52682074461048
2.813651565E8	21.16138554987554
2.843113885E8	26.913051490789687
2.872576205E8	27.280989990793778
