#Position (bp)	insert size	chromosomes
1473116.5	246.86367425974237	0.0
4419348.5	253.18427666633156	267.721589110478
7365580.5	255.91317730777658	0.0
1.03118125E7	259.1907733950017	0.0
1.32580445E7	257.3744527281572	267.721589110478
1.62042765E7	255.83441951019572	0.0
1.91505085E7	258.309082159419	0.0
2.20967405E7	258.01278538812784	267.721589110478
2.50429725E7	258.28833095715635	0.0
2.79892045E7	258.78182944069914	0.0
3.09354365E7	258.9105783249635	267.721589110478
3.38816685E7	257.8916191062051	0.0
3.68279005E7	257.2100205749875	0.0
3.97741325E7	257.24841681383083	267.721589110478
4.27203645E7	257.74567718418956	0.0
4.56665965E7	259.7288672315567	0.0
4.86128285E7	258.6802750222819	267.721589110478
5.15590605E7	257.4680899361004	0.0
5.45052925E7	253.41586821314507	0.0
5.74515245E7	251.47582380965247	267.721589110478
6.03977565E7	256.969342942104	0.0
6.33439885E7	256.35569362902726	0.0
6.62902205E7	255.4180920919298	267.721589110478
6.92364525E7	257.2181098121929	0.0
7.21826845E7	258.05312481832453	0.0
7.51289165E7	240.0481225491579	267.721589110478
7.80751485E7	255.84296251433022	0.0
8.10213805E7	256.9151946233548	0.0
8.39676125E7	255.8139083224824	267.721589110478
8.69138445E7	253.95102441900457	0.0
8.98600765E7	254.43739986714078	0.0
9.28063085E7	256.5598950927418	267.721589110478
9.57525405E7	258.4036195141021	0.0
9.86987725E7	258.79998509483414	0.0
1.016450045E8	255.61954655131188	267.721589110478
1.045912365E8	258.5452135176238	0.0
1.075374685E8	258.56661512771353	0.0
1.104837005E8	258.8941779623629	267.721589110478
1.134299325E8	255.89920441353456	0.0
1.163761645E8	256.0947405409316	0.0
1.193223965E8	254.51714133697408	267.721589110478
1.222686285E8	254.58933155458533	0.0
1.252148605E8	259.0702689448689	0.0
1.281610925E8	257.9878137095767	267.721589110478
1.311073245E8	256.7241550107138	0.0
1.340535565E8	256.36079030673505	0.0
1.369997885E8	258.14288661795763	267.721589110478
1.399460205E8	257.99572277330697	0.0
1.428922525E8	256.9413250115784	0.0
1.458384845E8	256.2356330619639	267.721589110478
1.487847165E8	255.71987554118093	0.0
1.517309485E8	257.2734415278743	0.0
1.546771805E8	259.49728459676965	267.721589110478
1.576234125E8	256.6287309712159	0.0
1.605696445E8	258.0292166436684	0.0
1.635158765E8	256.5715310848718	267.721589110478
1.664621085E8	256.8039621708493	0.0
1.694083405E8	257.300991334652	0.0
1.723545725E8	257.3825632875468	267.721589110478
1.753008045E8	257.5189461362069	0.0
1.782470365E8	257.5381492907435	0.0
1.811932685E8	256.4628060933941	267.721589110478
1.841395005E8	255.17530251318647	0.0
1.870857325E8	255.92667118436586	0.0
1.900319645E8	256.54928226463073	267.721589110478
1.929781965E8	255.40672581103578	0.0
1.959244285E8	256.46273071336947	0.0
1.988706605E8	256.0595979240267	267.721589110478
2.018168925E8	256.0697027348395	0.0
2.047631245E8	248.69593987089215	0.0
2.077093565E8	247.27764399967037	267.721589110478
2.106555885E8	254.25544506798815	0.0
2.136018205E8	255.04723437803497	0.0
2.154737165E8	255.45003156850365	267.721589110478
2.169468325E8	250.4369143332409	0.0
