#Coverage (X)	Coverage
1.0	95.77285369864123
2.0	92.60521463042438
3.0	88.32241596283023
4.0	82.98406172044693
5.0	76.6826658511435
6.0	69.67295359303446
7.0	62.25358308750913
8.0	54.74134453769419
9.0	47.398426529576554
10.0	40.44904413856261
11.0	34.05141499373461
12.0	28.304546338047004
13.0	23.24586581525223
14.0	18.882130871443906
15.0	15.183095325213799
16.0	12.101247294416538
17.0	9.570404011236832
18.0	7.520529650043571
19.0	5.87869053069835
20.0	4.580724941830923
21.0	3.565195245253321
22.0	2.778343783327088
23.0	2.174855039051863
24.0	1.7137739811355033
25.0	1.3636888713921564
26.0	1.1005807208450449
27.0	0.9029316169603305
28.0	0.7541566439475247
29.0	0.641907230084442
30.0	0.5571822155097266
31.0	0.4922619927799019
32.0	0.44232056625068594
33.0	0.40364072962060504
34.0	0.3727811374708523
35.0	0.348191164833878
36.0	0.3279679571131453
37.0	0.3112386195378889
38.0	0.29715690154439756
39.0	0.2849110882131356
40.0	0.2741052500213783
41.0	0.2644665808363271
42.0	0.2556417479248694
43.0	0.24766562634783895
44.0	0.24019311422588885
45.0	0.2333318066372243
46.0	0.22692031096455878
47.0	0.22090856325195318
48.0	0.21532541391468385
49.0	0.21004578791708184
50.0	0.2049759214094422
51.0	0.20022230636585903
