#Insert size (bp)	insert size
1.0	40.0
2.0	55.0
3.0	58.0
4.0	47.0
5.0	56.0
6.0	68.0
7.0	65.0
8.0	44.0
9.0	50.0
10.0	54.0
11.0	68.0
12.0	59.0
13.0	69.0
14.0	66.0
15.0	64.0
16.0	72.0
17.0	76.0
18.0	55.0
19.0	80.0
20.0	80.0
21.0	79.0
22.0	64.0
23.0	68.0
24.0	94.0
25.0	104.0
26.0	89.0
27.0	98.0
28.0	89.0
29.0	109.0
30.0	109.0
31.0	34.0
32.0	46.0
33.0	53.0
34.0	53.0
35.0	49.0
36.0	49.0
37.0	48.0
38.0	59.0
39.0	103.0
40.0	2615.0
41.0	2537.0
42.0	2711.0
43.0	2666.0
44.0	2695.0
45.0	2683.0
46.0	2915.0
47.0	2907.0
48.0	2903.0
49.0	2747.0
50.0	3130.0
51.0	2998.0
52.0	2997.0
53.0	3141.0
54.0	3195.0
55.0	3158.0
56.0	3356.0
57.0	3214.0
58.0	3212.0
59.0	3416.0
60.0	3346.0
61.0	3464.0
62.0	3387.0
63.0	3272.0
64.0	3290.0
65.0	3293.0
66.0	3603.0
67.0	3424.0
68.0	3250.0
69.0	3497.0
70.0	3324.0
71.0	3268.0
72.0	3375.0
73.0	3532.0
74.0	3496.0
75.0	3591.0
76.0	3610.0
77.0	3355.0
78.0	3259.0
79.0	3506.0
80.0	3364.0
81.0	3516.0
82.0	3399.0
83.0	3390.0
84.0	3304.0
85.0	3295.0
86.0	3264.0
87.0	3384.0
88.0	3330.0
89.0	3307.0
90.0	3091.0
91.0	3109.0
92.0	2837.0
93.0	3236.0
94.0	3223.0
95.0	3113.0
96.0	3041.0
97.0	2849.0
98.0	2593.0
99.0	2991.0
100.0	2961.0
101.0	2912.0
102.0	2750.0
103.0	2652.0
104.0	2620.0
105.0	2590.0
106.0	2656.0
107.0	2768.0
108.0	2661.0
109.0	2659.0
110.0	2564.0
111.0	2359.0
112.0	2525.0
113.0	2583.0
114.0	2586.0
115.0	2431.0
116.0	2397.0
117.0	2396.0
118.0	2305.0
119.0	2439.0
120.0	2524.0
121.0	2409.0
122.0	2359.0
123.0	2311.0
124.0	2359.0
125.0	2125.0
126.0	2336.0
127.0	2410.0
128.0	2345.0
129.0	2231.0
130.0	2232.0
131.0	2132.0
132.0	1895.0
133.0	2256.0
134.0	2211.0
135.0	2172.0
136.0	2157.0
137.0	2011.0
138.0	2012.0
139.0	1899.0
140.0	1915.0
141.0	2064.0
142.0	2001.0
143.0	1947.0
144.0	2014.0
145.0	1891.0
146.0	1994.0
147.0	1881.0
148.0	1743.0
149.0	1878.0
150.0	1993.0
151.0	2018.0
152.0	1943.0
153.0	1978.0
154.0	1877.0
155.0	1799.0
156.0	1656.0
157.0	1832.0
158.0	1803.0
159.0	1798.0
160.0	1782.0
161.0	1862.0
162.0	1701.0
163.0	1691.0
164.0	1594.0
165.0	1720.0
166.0	1676.0
167.0	1643.0
168.0	1652.0
169.0	1709.0
170.0	1582.0
171.0	1615.0
172.0	1508.0
173.0	1580.0
174.0	1593.0
175.0	1648.0
176.0	1618.0
177.0	1630.0
178.0	1566.0
179.0	1596.0
180.0	1571.0
181.0	1595.0
182.0	1709.0
183.0	1656.0
184.0	1723.0
185.0	1798.0
186.0	1652.0
187.0	1698.0
188.0	1672.0
189.0	1870.0
190.0	1933.0
191.0	1936.0
192.0	1959.0
193.0	2084.0
194.0	2136.0
195.0	2146.0
196.0	2169.0
197.0	2296.0
198.0	2370.0
199.0	2382.0
200.0	2535.0
201.0	2563.0
202.0	2633.0
203.0	2671.0
204.0	2766.0
205.0	2941.0
206.0	3117.0
207.0	3156.0
208.0	3243.0
209.0	3495.0
210.0	3484.0
211.0	3644.0
212.0	3774.0
213.0	3911.0
214.0	4086.0
215.0	4212.0
216.0	4390.0
217.0	4753.0
218.0	4975.0
219.0	5043.0
220.0	5463.0
221.0	5755.0
222.0	5965.0
223.0	6205.0
224.0	6651.0
225.0	6645.0
226.0	7046.0
227.0	7328.0
228.0	7882.0
229.0	8048.0
230.0	8505.0
231.0	8611.0
232.0	8943.0
233.0	9353.0
234.0	9848.0
235.0	10177.0
236.0	10571.0
237.0	11114.0
238.0	11484.0
239.0	11908.0
240.0	12486.0
241.0	12787.0
242.0	13430.0
243.0	13831.0
244.0	14189.0
245.0	15177.0
246.0	15669.0
247.0	16248.0
248.0	16946.0
249.0	17454.0
250.0	18184.0
251.0	18676.0
252.0	19381.0
253.0	20065.0
254.0	20746.0
255.0	21703.0
256.0	22477.0
257.0	23261.0
258.0	23796.0
259.0	25049.0
260.0	25694.0
261.0	26903.0
262.0	27873.0
263.0	28605.0
264.0	29524.0
265.0	30054.0
266.0	31418.0
267.0	32034.0
268.0	33603.0
269.0	34242.0
270.0	35776.0
271.0	37070.0
272.0	37921.0
273.0	39167.0
274.0	40450.0
275.0	41537.0
276.0	43009.0
277.0	44267.0
278.0	45549.0
279.0	46719.0
280.0	47806.0
281.0	49776.0
282.0	50592.0
283.0	52221.0
284.0	53777.0
285.0	55234.0
286.0	56766.0
287.0	58689.0
288.0	59249.0
289.0	61726.0
290.0	62643.0
291.0	64505.0
292.0	66803.0
293.0	68206.0
294.0	70046.0
295.0	70994.0
296.0	73391.0
297.0	75557.0
298.0	77399.0
299.0	79017.0
300.0	80864.0
301.0	83018.0
302.0	84992.0
303.0	86768.0
304.0	88577.0
305.0	90318.0
306.0	92695.0
307.0	94476.0
308.0	96187.0
309.0	97689.0
310.0	100284.0
311.0	102381.0
312.0	105165.0
313.0	107208.0
314.0	109316.0
315.0	111235.0
316.0	113255.0
317.0	115378.0
318.0	117027.0
319.0	119012.0
320.0	121563.0
321.0	123916.0
322.0	125688.0
323.0	127670.0
324.0	130731.0
325.0	132393.0
326.0	134894.0
327.0	138426.0
328.0	139229.0
329.0	141176.0
330.0	143915.0
331.0	145207.0
332.0	148159.0
333.0	150143.0
334.0	152055.0
335.0	154793.0
336.0	157227.0
337.0	159351.0
338.0	160829.0
339.0	162945.0
340.0	164559.0
341.0	166295.0
342.0	169401.0
343.0	172037.0
344.0	173717.0
345.0	175309.0
346.0	178368.0
347.0	179808.0
348.0	181333.0
349.0	183653.0
350.0	184764.0
351.0	186625.0
352.0	188450.0
353.0	189768.0
354.0	192206.0
355.0	194392.0
356.0	195779.0
357.0	197848.0
358.0	199257.0
359.0	200269.0
360.0	201481.0
361.0	202791.0
362.0	205081.0
363.0	206836.0
364.0	208201.0
365.0	210261.0
366.0	211275.0
367.0	212395.0
368.0	214082.0
369.0	213898.0
370.0	216506.0
371.0	216757.0
372.0	217707.0
373.0	219598.0
374.0	219331.0
375.0	221125.0
376.0	222180.0
377.0	222085.0
378.0	223105.0
379.0	223661.0
380.0	225275.0
381.0	226007.0
382.0	226198.0
383.0	227336.0
384.0	228419.0
385.0	228591.0
386.0	228881.0
387.0	229918.0
388.0	231251.0
389.0	230428.0
390.0	231708.0
391.0	231131.0
392.0	230685.0
393.0	231602.0
394.0	231695.0
395.0	232326.0
396.0	232604.0
397.0	233200.0
398.0	233042.0
399.0	233031.0
400.0	232722.0
401.0	232933.0
402.0	233317.0
403.0	232332.0
404.0	231888.0
405.0	231884.0
406.0	231497.0
407.0	231491.0
408.0	231134.0
409.0	230769.0
410.0	230204.0
411.0	230734.0
412.0	227621.0
413.0	228258.0
414.0	228716.0
415.0	228306.0
416.0	228104.0
417.0	228212.0
418.0	228136.0
419.0	227006.0
420.0	225765.0
421.0	224440.0
422.0	224680.0
423.0	223210.0
424.0	222589.0
425.0	221146.0
426.0	221138.0
427.0	219908.0
428.0	220048.0
429.0	219019.0
430.0	217429.0
431.0	216737.0
432.0	214589.0
433.0	214630.0
434.0	214090.0
435.0	214052.0
436.0	211931.0
437.0	212056.0
438.0	211038.0
439.0	210130.0
440.0	208686.0
441.0	207075.0
442.0	206541.0
443.0	205006.0
444.0	204421.0
445.0	202963.0
446.0	201826.0
447.0	201446.0
448.0	200189.0
449.0	198792.0
450.0	198276.0
451.0	196910.0
452.0	195824.0
453.0	194729.0
454.0	193185.0
455.0	192442.0
456.0	190978.0
457.0	190361.0
458.0	188538.0
459.0	187308.0
460.0	185935.0
461.0	185645.0
462.0	183632.0
463.0	183144.0
464.0	182136.0
465.0	180387.0
466.0	179240.0
467.0	177434.0
468.0	177689.0
469.0	175603.0
470.0	175450.0
471.0	172812.0
472.0	172491.0
473.0	171116.0
474.0	170229.0
475.0	167764.0
476.0	167376.0
477.0	166177.0
478.0	165727.0
479.0	164461.0
480.0	162993.0
481.0	161743.0
482.0	159919.0
483.0	158960.0
484.0	157649.0
