#Position (bp)	insert size	chromosomes
1473116.5	394.4158701588878	0.0
4419348.5	395.6569263192024	413.7534318901795
7365580.5	395.1664591854882	0.0
1.03118125E7	394.74701663686545	0.0
1.32580445E7	394.5862684504501	413.7534318901795
1.62042765E7	394.93948793088686	0.0
1.91505085E7	393.86853013611164	0.0
2.20967405E7	395.05426907646165	413.7534318901795
2.50429725E7	395.2388718098863	0.0
2.79892045E7	395.29309928413403	0.0
3.09354365E7	395.4617005296476	413.7534318901795
3.38816685E7	395.05057837816423	0.0
3.68279005E7	394.5738225077141	0.0
3.97741325E7	395.17104553433956	413.7534318901795
4.27203645E7	396.11961184981453	0.0
4.56665965E7	394.2231048660732	0.0
4.86128285E7	394.5521787709497	413.7534318901795
5.15590605E7	395.0837537840565	0.0
5.45052925E7	395.97615469295937	0.0
5.74515245E7	396.52767080774726	413.7534318901795
6.03977565E7	395.0216842776902	0.0
6.33439885E7	395.46522566479626	0.0
6.62902205E7	395.5045159673424	413.7534318901795
6.92364525E7	395.17669616816863	0.0
7.21826845E7	394.516718542019	0.0
7.51289165E7	379.9509369640471	413.7534318901795
7.80751485E7	395.58369453254875	0.0
8.10213805E7	394.84962487446586	0.0
8.39676125E7	395.1308529764283	413.7534318901795
8.69138445E7	395.56133142962597	0.0
8.98600765E7	395.2335772658675	0.0
9.28063085E7	395.64102539512044	413.7534318901795
9.57525405E7	395.59981796116506	0.0
9.86987725E7	394.8321563491664	0.0
1.016450045E8	395.69759476695384	413.7534318901795
1.045912365E8	394.557260613821	0.0
1.075374685E8	394.98576512455514	0.0
1.104837005E8	393.9883360231393	413.7534318901795
1.134299325E8	395.3243560514189	0.0
1.163761645E8	395.3713367001091	0.0
1.193223965E8	394.8672335110727	413.7534318901795
1.222686285E8	395.3624078506002	0.0
1.252148605E8	394.4115577491031	0.0
1.281610925E8	394.8715819727755	413.7534318901795
1.311073245E8	395.289027542046	0.0
1.340535565E8	395.6092552218862	0.0
1.369997885E8	394.6238949004544	413.7534318901795
1.399460205E8	394.70095636580993	0.0
1.428922525E8	395.3922330097087	0.0
1.458384845E8	395.1403141980848	413.7534318901795
1.487847165E8	395.7717673861612	0.0
1.517309485E8	395.0829227919442	0.0
1.546771805E8	394.7826900892514	413.7534318901795
1.576234125E8	394.94085790675433	0.0
1.605696445E8	394.7714558007969	0.0
1.635158765E8	394.6256466862902	413.7534318901795
1.664621085E8	394.80930148466416	0.0
1.694083405E8	394.8193085587437	0.0
1.723545725E8	394.07355053899556	413.7534318901795
1.753008045E8	394.6691153963881	0.0
1.782470365E8	394.76100818971804	0.0
1.811932685E8	395.14301743137645	413.7534318901795
1.841395005E8	394.79711993622004	0.0
1.870857325E8	395.47558828237555	0.0
1.900319645E8	394.54641861183217	413.7534318901795
1.929781965E8	395.85493731017834	0.0
1.959244285E8	395.196201849074	0.0
1.988706605E8	390.30289562951674	413.7534318901795
2.018168925E8	395.5238464864015	0.0
2.047631245E8	390.0767533230899	0.0
2.077093565E8	395.6478003519437	413.7534318901795
2.106555885E8	395.54650196355476	0.0
2.136018205E8	395.4855704338511	0.0
2.154737165E8	394.137782477578	413.7534318901795
2.169468325E8	394.5268303809017	0.0
2.194942845E8	395.1903204442407	0.0
2.224405165E8	395.3277489541366	413.7534318901795
2.253867485E8	395.24667798396064	0.0
2.283329805E8	395.1249652208119	0.0
2.312792125E8	395.34883742769136	413.7534318901795
2.342254445E8	395.2807603708569	0.0
2.371716765E8	394.691345971564	0.0
2.401179085E8	394.0632778698992	413.7534318901795
2.430641405E8	394.9697054725598	0.0
2.460103725E8	394.48476991588325	0.0
2.489566045E8	394.0485225505443	413.7534318901795
2.519028365E8	394.7526016488372	0.0
2.548490685E8	395.2912682072694	0.0
2.577953005E8	395.1760623510723	413.7534318901795
2.607415325E8	395.44737683786116	0.0
2.636877645E8	395.08620571439764	0.0
2.666339965E8	395.6310548708627	413.7534318901795
2.695802285E8	395.70013804023466	0.0
2.725264605E8	394.946582278481	0.0
2.754726925E8	394.710404207053	413.7534318901795
2.784189245E8	394.2941301330721	0.0
2.813651565E8	395.7157446956582	0.0
2.843113885E8	395.2875269473456	413.7534318901795
2.872576205E8	395.62079525857797	0.0
2.902038525E8	395.322024691358	0.0
2.931500845E8	394.98970857958017	413.7534318901795
2.960963165E8	394.2200454748467	0.0
2.990425485E8	394.86682504910885	0.0
3.019887805E8	394.7309296961187	413.7534318901795
3.049350125E8	394.9165861770241	0.0
3.078812445E8	395.3018757327081	0.0
3.108274765E8	395.09172986637776	413.7534318901795
3.137737085E8	394.6482679518266	0.0
3.167199405E8	395.6048483562278	0.0
3.196661725E8	394.54599143206855	413.7534318901795
