#Coverage (X)	Coverage
1.0	97.47725519809981
2.0	96.51045546517184
3.0	95.36146043816206
4.0	93.86607960348206
5.0	91.88971287598311
6.0	89.29288538372862
7.0	85.9388535405681
8.0	81.71367950451088
9.0	76.55868407648711
10.0	70.5063146397373
11.0	63.68293134624163
12.0	56.32517701206241
13.0	48.73059021276747
14.0	41.213611709429124
15.0	34.073318653291665
16.0	27.5430762835324
17.0	21.78764372148335
18.0	16.88049771392363
19.0	12.831515370235238
20.0	9.587791053426486
21.0	7.059286690384965
22.0	5.140010861740109
23.0	3.7182109747509173
24.0	2.6852629247976694
25.0	1.9481304017862868
26.0	1.4310833566495518
27.0	1.0732951860244526
28.0	0.8283987752733992
29.0	0.6615721822693814
30.0	0.5477538997938041
31.0	0.46926617529591397
32.0	0.41507372492824857
33.0	0.3765313520415958
34.0	0.34828543780855625
35.0	0.3269718540982893
36.0	0.31001451338809716
37.0	0.2962227420682524
38.0	0.2844190189241971
39.0	0.2740939644177871
40.0	0.2650261940387679
41.0	0.2567589378298152
42.0	0.24908311513425474
43.0	0.24194883170447667
44.0	0.235284470627235
45.0	0.22911701552624208
46.0	0.2232691212016391
47.0	0.21782861171172385
48.0	0.2126173781691847
49.0	0.2076664771975345
50.0	0.2029071769250521
51.0	0.1984325623681258
