#Coverage	Number of genomic locations
0.0	2.527115E7
1.0	2945587.0
2.0	3521230.0
3.0	4920171.0
4.0	7735711.0
5.0	1.2484514E7
6.0	1.9512158E7
7.0	2.8921244E7
8.0	4.0260146E7
9.0	5.2585638E7
10.0	6.4627378E7
11.0	7.5230382E7
12.0	8.3232118E7
13.0	8.7916686E7
14.0	8.9070011E7
15.0	8.6835532E7
16.0	8.1639123E7
17.0	7.4301029E7
18.0	6.5550694E7
19.0	5.6198153E7
20.0	4.6960499E7
21.0	3.8308106E7
22.0	3.0519761E7
23.0	2.3836754E7
24.0	1.8250959E7
25.0	1.3720897E7
26.0	1.0147226E7
27.0	7394765.0
28.0	5323084.0
29.0	3791024.0
30.0	2676732.0
31.0	1868220.0
32.0	1306278.0
33.0	912167.0
34.0	643049.0
35.0	455239.0
36.0	329864.0
37.0	245433.0
38.0	187654.0
39.0	146892.0
40.0	121241.0
41.0	101014.0
42.0	86639.0
43.0	76039.0
44.0	68364.0
45.0	61941.0
46.0	56820.0
47.0	52287.0
48.0	48830.0
49.0	45253.0
50.0	42794.0
51.0	40180.0
52.0	37460.0
53.0	36337.0
54.0	33278.0
55.0	31425.0
56.0	30527.0
57.0	29027.0
58.0	27692.0
59.0	26205.0
60.0	25217.0
61.0	24613.0
62.0	23865.0
63.0	23012.0
64.0	22947.0
65.0	21942.0
66.0	21952.0
67.0	21032.0
68.0	20932.0
69.0	20329.0
70.0	19374.0
71.0	19022.0
72.0	18598.0
73.0	17941.0
74.0	17220.0
75.0	16859.0
76.0	16108.0
77.0	15664.0
78.0	15650.0
79.0	14845.0
80.0	14332.0
81.0	14121.0
82.0	13574.0
83.0	13016.0
84.0	12609.0
85.0	12378.0
86.0	12014.0
87.0	11637.0
88.0	11107.0
89.0	11290.0
90.0	10706.0
91.0	10448.0
92.0	10370.0
93.0	9893.0
94.0	9442.0
95.0	9135.0
96.0	8713.0
97.0	8421.0
98.0	8321.0
99.0	8056.0
100.0	7992.0
101.0	7294.0
102.0	7202.0
103.0	7033.0
104.0	6886.0
105.0	6737.0
106.0	6412.0
107.0	6480.0
108.0	5974.0
109.0	6012.0
110.0	5884.0
111.0	5629.0
112.0	5630.0
113.0	5530.0
114.0	5527.0
115.0	5338.0
116.0	5228.0
117.0	5137.0
118.0	5064.0
119.0	4925.0
120.0	4861.0
121.0	4941.0
122.0	4612.0
123.0	4608.0
124.0	4618.0
125.0	4550.0
126.0	4447.0
127.0	4276.0
128.0	4419.0
129.0	4340.0
130.0	4333.0
131.0	4333.0
132.0	4295.0
133.0	4270.0
134.0	4241.0
135.0	4088.0
136.0	4179.0
137.0	3964.0
138.0	3933.0
139.0	3877.0
140.0	3984.0
141.0	3930.0
142.0	3558.0
143.0	3477.0
144.0	3492.0
145.0	3591.0
146.0	3510.0
147.0	3471.0
148.0	3401.0
149.0	3215.0
150.0	3234.0
151.0	3309.0
152.0	3260.0
153.0	3132.0
154.0	2984.0
155.0	2956.0
156.0	2883.0
157.0	2889.0
158.0	3061.0
159.0	2902.0
160.0	2909.0
161.0	2916.0
162.0	2817.0
163.0	2706.0
164.0	2693.0
165.0	2700.0
166.0	2630.0
167.0	2605.0
168.0	2580.0
169.0	2472.0
170.0	2332.0
171.0	2410.0
172.0	2415.0
173.0	2292.0
174.0	2242.0
175.0	2326.0
176.0	2188.0
177.0	2199.0
178.0	2176.0
179.0	2149.0
180.0	2135.0
181.0	2193.0
182.0	2097.0
183.0	2152.0
184.0	2077.0
185.0	2140.0
186.0	1931.0
187.0	1977.0
188.0	1892.0
189.0	1936.0
190.0	1890.0
191.0	1900.0
192.0	1974.0
193.0	1779.0
194.0	1846.0
195.0	1840.0
196.0	1801.0
197.0	1753.0
198.0	1802.0
199.0	1750.0
200.0	1769.0
201.0	1740.0
202.0	1715.0
203.0	1742.0
204.0	1774.0
205.0	1853.0
206.0	1655.0
207.0	1694.0
208.0	1695.0
209.0	1654.0
210.0	1637.0
211.0	1512.0
212.0	1592.0
213.0	1497.0
214.0	1541.0
215.0	1521.0
216.0	1464.0
217.0	1549.0
218.0	1522.0
219.0	1562.0
220.0	1470.0
221.0	1479.0
222.0	1450.0
223.0	1437.0
224.0	1389.0
225.0	1344.0
226.0	1389.0
227.0	1328.0
228.0	1257.0
229.0	1203.0
230.0	1286.0
231.0	1224.0
232.0	1187.0
233.0	1152.0
234.0	1137.0
235.0	1190.0
236.0	1163.0
237.0	1205.0
238.0	1154.0
239.0	1129.0
240.0	1214.0
241.0	1201.0
242.0	1094.0
243.0	1119.0
244.0	1130.0
245.0	1076.0
246.0	1149.0
247.0	1121.0
248.0	1074.0
249.0	1090.0
250.0	1070.0
251.0	1104.0
252.0	1005.0
253.0	991.0
254.0	901.0
255.0	929.0
256.0	964.0
257.0	1004.0
258.0	944.0
259.0	950.0
260.0	989.0
261.0	1054.0
262.0	998.0
263.0	967.0
264.0	947.0
265.0	955.0
266.0	1014.0
267.0	934.0
268.0	973.0
269.0	973.0
270.0	954.0
271.0	862.0
272.0	846.0
273.0	867.0
274.0	922.0
275.0	841.0
276.0	901.0
277.0	900.0
278.0	776.0
279.0	803.0
280.0	811.0
281.0	782.0
282.0	872.0
283.0	783.0
284.0	821.0
285.0	803.0
286.0	803.0
287.0	828.0
288.0	805.0
289.0	786.0
290.0	789.0
291.0	793.0
292.0	773.0
293.0	750.0
294.0	739.0
295.0	732.0
296.0	724.0
297.0	750.0
298.0	707.0
299.0	699.0
300.0	739.0
301.0	765.0
302.0	711.0
303.0	711.0
304.0	734.0
305.0	704.0
306.0	669.0
307.0	666.0
308.0	644.0
309.0	649.0
310.0	654.0
311.0	613.0
312.0	607.0
313.0	692.0
314.0	609.0
315.0	647.0
316.0	640.0
317.0	666.0
318.0	666.0
319.0	618.0
320.0	635.0
321.0	602.0
322.0	682.0
323.0	615.0
324.0	619.0
325.0	623.0
326.0	654.0
327.0	650.0
328.0	623.0
329.0	674.0
330.0	716.0
331.0	684.0
332.0	665.0
333.0	667.0
334.0	626.0
335.0	719.0
336.0	671.0
337.0	640.0
338.0	680.0
339.0	706.0
340.0	746.0
341.0	719.0
342.0	679.0
343.0	680.0
344.0	674.0
345.0	668.0
346.0	687.0
347.0	645.0
348.0	668.0
349.0	617.0
350.0	671.0
351.0	667.0
352.0	602.0
353.0	637.0
354.0	636.0
355.0	622.0
356.0	630.0
357.0	654.0
358.0	620.0
359.0	665.0
360.0	686.0
361.0	654.0
362.0	647.0
363.0	614.0
364.0	606.0
365.0	644.0
366.0	658.0
367.0	606.0
368.0	603.0
369.0	581.0
370.0	619.0
371.0	600.0
372.0	619.0
373.0	627.0
374.0	589.0
375.0	622.0
376.0	577.0
377.0	565.0
378.0	566.0
379.0	560.0
380.0	538.0
381.0	516.0
382.0	504.0
383.0	565.0
384.0	504.0
385.0	472.0
386.0	497.0
387.0	567.0
388.0	517.0
389.0	527.0
390.0	572.0
391.0	589.0
392.0	527.0
393.0	527.0
394.0	497.0
395.0	488.0
396.0	507.0
397.0	520.0
398.0	566.0
399.0	533.0
400.0	538.0
401.0	559.0
402.0	539.0
403.0	517.0
404.0	528.0
405.0	548.0
406.0	539.0
407.0	528.0
408.0	493.0
409.0	546.0
410.0	511.0
411.0	510.0
412.0	558.0
413.0	531.0
414.0	493.0
415.0	564.0
416.0	513.0
417.0	509.0
418.0	543.0
419.0	563.0
420.0	532.0
421.0	506.0
422.0	491.0
423.0	472.0
424.0	512.0
425.0	498.0
426.0	520.0
427.0	471.0
428.0	479.0
429.0	518.0
430.0	490.0
431.0	462.0
432.0	491.0
433.0	558.0
434.0	565.0
435.0	541.0
436.0	552.0
437.0	514.0
438.0	527.0
439.0	525.0
440.0	551.0
441.0	522.0
442.0	546.0
443.0	509.0
444.0	524.0
445.0	543.0
446.0	514.0
447.0	502.0
448.0	488.0
449.0	518.0
450.0	467.0
451.0	497.0
452.0	468.0
453.0	468.0
454.0	490.0
455.0	521.0
456.0	505.0
457.0	531.0
458.0	524.0
459.0	492.0
460.0	519.0
461.0	521.0
462.0	526.0
463.0	544.0
464.0	515.0
465.0	506.0
466.0	507.0
467.0	514.0
468.0	524.0
469.0	478.0
470.0	524.0
471.0	589.0
472.0	589.0
473.0	575.0
474.0	600.0
475.0	599.0
476.0	638.0
477.0	621.0
478.0	611.0
479.0	640.0
480.0	568.0
481.0	664.0
482.0	625.0
483.0	578.0
484.0	589.0
485.0	547.0
486.0	552.0
487.0	585.0
488.0	538.0
489.0	550.0
490.0	542.0
491.0	526.0
492.0	563.0
493.0	551.0
494.0	586.0
495.0	529.0
496.0	542.0
497.0	531.0
498.0	519.0
499.0	485.0
500.0	532.0
501.0	544.0
502.0	502.0
503.0	481.0
504.0	496.0
505.0	531.0
506.0	489.0
507.0	473.0
508.0	448.0
509.0	480.0
510.0	436.0
511.0	431.0
512.0	506.0
513.0	446.0
514.0	497.0
515.0	475.0
516.0	466.0
517.0	433.0
518.0	455.0
519.0	454.0
520.0	458.0
521.0	430.0
522.0	410.0
523.0	456.0
