#Coverage (X)	Coverage
1.0	97.52627595696471
2.0	96.61024132992242
3.0	95.55809324374118
4.0	94.23053909322574
5.0	92.51794051195068
6.0	90.30510814388097
7.0	87.4804253326441
8.0	83.94659040395408
9.0	79.62637665102356
10.0	74.49782279831908
11.0	68.61396532795105
12.0	62.09457716325623
13.0	55.14111498410399
14.0	48.00266784541996
15.0	40.9464741741163
16.0	34.2107567707631
17.0	28.00235503903491
18.0	22.464774763008933
19.0	17.680784220270098
20.0	13.661704313777207
21.0	10.382112651558089
22.0	7.7730020949949505
23.0	5.750433718475492
24.0	4.216236941088596
25.0	3.0759937724104134
26.0	2.245181659898222
27.0	1.6504070138522593
28.0	1.231154730540453
29.0	0.9398506448620765
30.0	0.7379927745118948
31.0	0.5998387424705101
32.0	0.5053075565937348
33.0	0.44009000487812955
34.0	0.3942959104006434
35.0	0.36107177215558295
36.0	0.33675358740144645
37.0	0.31777374772543965
38.0	0.3027584642349126
39.0	0.29021006095979374
40.0	0.27957002780176765
41.0	0.2701661500846484
42.0	0.2617418288207034
43.0	0.25409171693641497
44.0	0.24698153208882445
45.0	0.24038225415429793
46.0	0.23412434451596198
47.0	0.22837785091567753
48.0	0.22290747276052514
49.0	0.21771015530065085
50.0	0.2126360460848815
51.0	0.207890661895064
