#Position (bp)	mapping quality
1473116.5	20.78519379209758
4419348.5	25.438445070813113
7365580.5	26.805588501628264
1.03118125E7	26.08044346095924
1.32580445E7	26.537151046054827
1.62042765E7	26.807117622193974
1.91505085E7	24.3472471495474
2.20967405E7	26.51862255423131
2.50429725E7	25.839288931213932
2.79892045E7	28.219393466860517
3.09354365E7	26.560539581400135
3.38816685E7	27.113441038818348
3.68279005E7	26.965393687685236
3.97741325E7	27.36326995000704
4.27203645E7	26.457735197999494
4.56665965E7	26.02896567106508
4.86128285E7	27.039933511127785
5.15590605E7	27.394986608236106
5.45052925E7	26.9475527905342
5.74515245E7	28.331722508112126
6.03977565E7	27.749536983211257
6.33439885E7	26.73701916315482
6.62902205E7	26.09989934634141
6.92364525E7	27.306528726225913
7.21826845E7	26.911939604505726
7.51289165E7	16.560032495632587
7.80751485E7	25.657536055601298
8.10213805E7	27.885988892772588
8.39676125E7	26.016138272245882
8.69138445E7	27.35295398177889
8.98600765E7	29.429804402628157
9.28063085E7	27.051758815169904
9.57525405E7	26.470544429723823
9.86987725E7	25.931631635827227
1.016450045E8	26.910055122380573
1.045912365E8	25.43967164659875
1.075374685E8	26.799701085231277
1.104837005E8	22.447747476289273
1.134299325E8	26.357146366478347
1.163761645E8	28.38668864281377
1.193223965E8	26.044274090963814
1.222686285E8	27.227943721680937
1.252148605E8	25.914349458576485
1.281610925E8	25.151441897373434
1.311073245E8	26.78531852280851
1.340535565E8	26.17788245356304
1.369997885E8	25.20827125948229
1.399460205E8	23.724993603549468
1.428922525E8	26.793178517556843
1.458384845E8	27.85786424370522
1.487847165E8	26.864537263475775
1.517309485E8	27.122965959948615
1.546771805E8	25.460421363830424
1.576234125E8	26.786861305618704
1.605696445E8	24.38771398795639
1.635158765E8	19.169550518033308
1.664621085E8	21.100363792811383
1.694083405E8	25.205059830286842
1.723545725E8	25.35774756558762
1.753008045E8	22.848059749894727
1.782470365E8	22.707194162032533
1.811932685E8	25.00884175519945
1.841395005E8	26.25126596969506
1.870857325E8	26.887129748912855
1.900319645E8	26.86117158583064
1.929781965E8	25.912233603944564
1.959244285E8	26.121925121607777
1.988706605E8	25.31749092274593
2.018168925E8	25.666208640091988
2.047631245E8	21.99043077102181
2.077093565E8	22.49569858731967
2.106555885E8	23.51264659741299
2.136018205E8	19.91718746690268
2.154737165E8	18.16306390685508
2.169468325E8	22.73274684107339
2.194942845E8	24.64752498037082
2.224405165E8	27.02896104959309
2.253867485E8	27.03056255320699
2.283329805E8	27.62564279951155
2.312792125E8	27.60124993825858
2.342254445E8	27.336667774498228
