#Position (bp)	mapping quality
1473116.5	17.339068476012184
4419348.5	21.102378476872996
7365580.5	22.84232918099447
1.03118125E7	21.073871178964545
1.32580445E7	22.482659003776632
1.62042765E7	23.126607608704997
1.91505085E7	19.586100608582733
2.20967405E7	22.033498012009876
2.50429725E7	21.184644618173515
2.79892045E7	23.519824393131326
3.09354365E7	21.53514097495044
3.38816685E7	22.965871423287002
3.68279005E7	23.062807390350315
3.97741325E7	22.9100395169091
4.27203645E7	20.969881051742146
4.56665965E7	21.156471493366055
4.86128285E7	22.97171691286766
5.15590605E7	22.58944196062169
5.45052925E7	22.326121465994618
5.74515245E7	24.166876273991207
6.03977565E7	23.54864658505849
6.33439885E7	22.545999751541224
6.62902205E7	22.2107779052301
6.92364525E7	23.03215891998402
7.21826845E7	22.443341753290827
7.51289165E7	9.966810814142717
7.80751485E7	21.04455540510373
8.10213805E7	23.548906712991805
8.39676125E7	19.845090454365902
8.69138445E7	23.110322492712
8.98600765E7	24.957812066880173
9.28063085E7	22.19711443092173
9.57525405E7	21.422063655032908
9.86987725E7	20.66075444791232
1.016450045E8	22.729072265729794
1.045912365E8	19.895585468839105
1.075374685E8	21.72278976625788
1.104837005E8	17.56548047517942
1.134299325E8	22.35860544168158
1.163761645E8	24.368772498875753
1.193223965E8	20.644234453993707
1.222686285E8	23.810245456753762
1.252148605E8	21.416321725465
1.281610925E8	20.914148126792334
1.311073245E8	22.78128558771201
1.340535565E8	22.06603071234704
1.369997885E8	21.00388283785247
1.399460205E8	19.876358892728227
1.428922525E8	22.167803307837097
1.458384845E8	23.655855851991316
1.487847165E8	22.844684170156068
1.517309485E8	22.84876088265843
1.546771805E8	21.0155831669657
1.576234125E8	22.453725570564014
1.605696445E8	20.6097291348393
1.635158765E8	13.878477086692572
1.664621085E8	15.726110824170465
1.694083405E8	19.1564378084436
1.723545725E8	19.532093922088876
1.753008045E8	17.046519775723706
1.782470365E8	17.081274411122653
1.811932685E8	19.74998815278041
1.841395005E8	22.294934187670805
1.870857325E8	22.684220902112845
1.900319645E8	21.864344383221052
1.929781965E8	22.27096842284367
1.959244285E8	19.573502848672515
1.988706605E8	20.8767725926534
2.018168925E8	22.175626654582196
2.047631245E8	15.762563796193724
2.077093565E8	17.950926471859468
2.106555885E8	19.37226711766942
2.136018205E8	15.274809780281437
2.154737165E8	13.103730019176245
2.169468325E8	18.23551173986556
2.194942845E8	20.74198430394329
2.224405165E8	22.90778890700779
2.253867485E8	22.7925409535558
2.283329805E8	23.582943773139622
2.312792125E8	23.839775389831733
2.342254445E8	23.85311217394593
2.371716765E8	22.938333242562198
2.401179085E8	23.10329192284923
2.430641405E8	23.409545023464833
2.460103725E8	20.98361868504109
2.489566045E8	23.801760714420894
2.519028365E8	24.768819953431546
2.548490685E8	24.538302994822
2.577953005E8	23.717287806883768
2.607415325E8	21.884362581632093
2.636877645E8	22.241933354338734
2.666339965E8	21.615283087479558
2.695802285E8	20.693448785279944
2.725264605E8	22.61966817803666
2.754726925E8	19.70221670157668
2.784189245E8	11.5868602974912
2.813651565E8	14.024307064415504
2.843113885E8	23.7206071295559
2.872576205E8	23.570560905540912
2.902038525E8	23.42745588840791
2.931500845E8	21.190682488003237
2.960963165E8	17.576934935443585
2.990425485E8	20.209750138224003
3.019887805E8	20.616656004593683
3.049350125E8	21.526599579518592
3.078812445E8	19.727840092658926
3.108274765E8	21.097141593317062
3.137737085E8	22.452432930802456
3.167199405E8	22.48714796955982
3.196661725E8	18.65020550807779
3.226124045E8	21.364494099701723
3.255586365E8	23.033968552966424
3.285048685E8	22.559940722438
3.314511005E8	24.086100071897768
3.343973325E8	23.297819578469063
3.373435645E8	21.41334494494603
3.402897965E8	21.83496072790366
3.432360285E8	23.221598147554054
3.461822605E8	23.170525886246786
3.491284925E8	21.899333370788337
3.520747245E8	19.4733013183106
3.550209565E8	23.746929990149614
3.579671885E8	22.504721678491034
3.609134205E8	20.714845698850024
3.638596525E8	21.57980733080461
3.668058845E8	23.415284526767472
3.697521165E8	21.766998232320173
3.726983485E8	19.281490639147695
3.756445805E8	20.21593717108016
3.785908125E8	16.114440428466548
3.804938555E8	14.580395673125986
3.819669715E8	11.008539346839706
3.844832765E8	22.822135587736096
3.874295085E8	21.35328156528382
3.903757405E8	18.69074861606763
3.933219725E8	19.012576758951248
3.962682045E8	20.977290745294507
3.992144365E8	20.99127725685038
4.021606685E8	20.93053871533552
4.051069005E8	24.758781291602507
4.080531325E8	23.539057684397854
4.109993645E8	23.95417471100637
4.139455965E8	22.634242691310256
4.168918285E8	23.824212079753067
4.198380605E8	15.372927136942835
4.227842925E8	21.331035723828467
4.257305245E8	23.819409418175123
4.286767565E8	22.90099188055501
4.316229885E8	22.554103414704116
4.345692205E8	21.84117318521116
4.375154525E8	22.53917370206302
4.404616845E8	22.797322492822722
4.434079165E8	23.027655088954614
4.463541485E8	22.587423107206504
4.493003805E8	22.975518828071706
4.522466125E8	21.407553531685547
4.551928445E8	22.909798578896112
4.581390765E8	23.25091233842349
4.610853085E8	22.77665490985928
4.640315405E8	19.72103594533912
4.669777725E8	23.397179715124928
4.699240045E8	20.00118402678321
4.728702365E8	21.491615534470395
4.758164685E8	19.14949256630479
4.787627005E8	15.215944331559882
4.817089325E8	20.6200633885115
4.846551645E8	21.64137467772994
4.876013965E8	22.163498334721446
