#Coverage (X)	Coverage
1.0	97.47259797738495
2.0	96.51591023016108
3.0	95.32396694757942
4.0	93.6248413405353
5.0	91.14061421896044
6.0	87.63798517225779
7.0	82.99103257475952
8.0	77.23492694949266
9.0	70.53502793069799
10.0	63.18428187151707
11.0	55.5301189646535
12.0	47.91327101521441
13.0	40.639646783075854
14.0	33.936988052350614
15.0	27.940148282717047
16.0	22.715709989950483
17.0	18.266440692564473
18.0	14.55489356976581
19.0	11.50766103091793
20.0	9.042243616423036
21.0	7.076143394058292
22.0	5.519568537491182
23.0	4.299971368169025
24.0	3.350512347057915
25.0	2.6164414470876807
26.0	2.0516871855232637
27.0	1.6175334081529797
28.0	1.286600986014875
29.0	1.0351888786794632
30.0	0.8442732920145204
31.0	0.6995719976403052
32.0	0.5902427549292923
33.0	0.5071600926718958
34.0	0.4440047516702066
35.0	0.3961233296466844
36.0	0.35926819692937784
37.0	0.3305431112400754
38.0	0.3078733883029656
39.0	0.2897753530848064
40.0	0.27495294310588747
41.0	0.26270076571243806
42.0	0.2522597155657422
43.0	0.24315384566772025
44.0	0.23509329419889013
45.0	0.22789044860572005
46.0	0.22136779398003625
47.0	0.2153287232270742
48.0	0.20975193795200653
49.0	0.20455512961710554
50.0	0.19967100887141953
51.0	0.19501650348976796
