#Insert size (bp)	insert size
1.0	67.0
2.0	54.0
3.0	58.0
4.0	53.0
5.0	64.0
6.0	74.0
7.0	71.0
8.0	75.0
9.0	65.0
10.0	68.0
11.0	67.0
12.0	68.0
13.0	71.0
14.0	71.0
15.0	61.0
16.0	59.0
17.0	86.0
18.0	79.0
19.0	71.0
20.0	72.0
21.0	76.0
22.0	66.0
23.0	92.0
24.0	96.0
25.0	81.0
26.0	79.0
27.0	86.0
28.0	90.0
29.0	87.0
30.0	94.0
31.0	44.0
32.0	48.0
33.0	60.0
34.0	42.0
35.0	48.0
36.0	58.0
37.0	46.0
38.0	42.0
39.0	102.0
40.0	2217.0
41.0	2144.0
42.0	2079.0
43.0	2115.0
44.0	2216.0
45.0	2222.0
46.0	2413.0
47.0	2365.0
48.0	2485.0
49.0	2418.0
50.0	2439.0
51.0	2438.0
52.0	2388.0
53.0	2572.0
54.0	2601.0
55.0	2579.0
56.0	2691.0
57.0	2682.0
58.0	2693.0
59.0	2814.0
60.0	2822.0
61.0	2888.0
62.0	2819.0
63.0	2768.0
64.0	2784.0
65.0	2694.0
66.0	2944.0
67.0	2878.0
68.0	2920.0
69.0	2873.0
70.0	2845.0
71.0	2824.0
72.0	2733.0
73.0	2909.0
74.0	2953.0
75.0	2981.0
76.0	3045.0
77.0	2809.0
78.0	3045.0
79.0	2958.0
80.0	2893.0
81.0	2965.0
82.0	2882.0
83.0	2788.0
84.0	2794.0
85.0	2758.0
86.0	2885.0
87.0	2920.0
88.0	2766.0
89.0	2831.0
90.0	2775.0
91.0	2634.0
92.0	2391.0
93.0	2878.0
94.0	2747.0
95.0	2558.0
96.0	2582.0
97.0	2435.0
98.0	2254.0
99.0	2663.0
100.0	2549.0
101.0	2462.0
102.0	2418.0
103.0	2271.0
104.0	2248.0
105.0	2299.0
106.0	2452.0
107.0	2412.0
108.0	2328.0
109.0	2277.0
110.0	2161.0
111.0	2113.0
112.0	2181.0
113.0	2346.0
114.0	2191.0
115.0	2116.0
116.0	2163.0
117.0	2128.0
118.0	1911.0
119.0	2273.0
120.0	2120.0
121.0	2200.0
122.0	2009.0
123.0	2133.0
124.0	2050.0
125.0	1917.0
126.0	2120.0
127.0	2166.0
128.0	2040.0
129.0	2103.0
130.0	2000.0
131.0	1988.0
132.0	1758.0
133.0	2060.0
134.0	1957.0
135.0	1967.0
136.0	2111.0
137.0	1942.0
138.0	1818.0
139.0	1837.0
140.0	1863.0
141.0	1856.0
142.0	1924.0
143.0	1922.0
144.0	1842.0
145.0	1885.0
146.0	1873.0
147.0	1749.0
148.0	1657.0
149.0	1880.0
150.0	1793.0
151.0	1944.0
