-0.129656,-0.130958,-0.140976,-0.207489,-0.293354,-0.310753,-0.135982,-0.134053,-0.129329,-0.16936,-0.212195,-0.0990695,-0.0471291,-0.154099,-0.18441,-0.211848,-0.199067,-0.143243,-0.212042,-0.145948	-0.130757,-0.17501,-0.142724,-0.275359,-0.288491,-0.265838,-0.219627,-0.120136,-0.227995,-0.279864,-0.26064,-0.156177,-0.142973,-0.245009,-0.21497,-0.223863,-0.219288,-0.203627,-0.225188,-0.234353	0.00111986,0.0450849,0.00178319,0.0719831,-0.00531256,-0.0489588,0.08622,-0.0141454,0.101664,0.116002,0.0512808,0.0580052,0.0964943,0.0944774,0.0318216,0.0126135,0.0211441,0.0621984,0.0138058,0.0915356
0.00421559,0.0341909,0.0093745,-0.0170181,-0.0938577,-0.139799,-0.0199738,0.086554,-0.101541,-0.0433639,-0.0146349,0.054891,0.104868,-0.0562802,0.00682925,0.00197822,-0.00865693,0.00379794,0.032739,0.0735279	-0.767061,-0.814594,-0.744603,-0.773377,-0.804566,-0.837376,-0.752424,-0.688525,-0.777125,-0.816944,-0.76933,-0.766994,-0.72922,-0.785412,-0.779068,-0.804191,-0.742576,-0.786749,-0.755628,-0.707938	0.768791,0.825785,0.748751,0.766446,0.768761,0.790066,0.743626,0.731486,0.733462,0.801991,0.763289,0.78868,0.774835,0.762852,0.781738,0.804889,0.738668,0.788191,0.769335,0.742801
-0.238843,-0.254781,-0.222022,-0.141707,-0.308988,-0.436229,-0.265746,-0.189416,-0.268314,-0.269266,-0.225446,-0.152309,-0.0960306,-0.13756,-0.218044,-0.377497,-0.200339,-0.200216,-0.234604,-0.129772	-0.263512,-0.242119,-0.268908,-0.215403,-0.36252,-0.391571,-0.216221,-0.267287,-0.358908,-0.360932,-0.328324,-0.211584,-0.299888,-0.250243,-0.272287,-0.352999,-0.296811,-0.251986,-0.223656,-0.243608	0.0263265,-0.0134948,0.0498625,0.0760162,0.0602839,-0.0538581,-0.052544,0.0820236,0.100248,0.101534,0.111101,0.0612484,0.209903,0.1167,0.0576671,-0.0282637,0.102572,0.054521,-0.0115543,0.117553
0.0695333,0.0568098,0.023823,-0.0290767,-0.0695783,-0.142883,-0.0814176,0.0111358,-0.0887241,-0.106929,-0.0423583,0.0147572,0.0300239,-0.028133,0.0176049,-0.0342503,-0.0214161,0.0729842,0.0130445,0.00131808	-0.75561,-0.819511,-0.744412,-0.766194,-0.809886,-0.850786,-0.752425,-0.721538,-0.749937,-0.808952,-0.767871,-0.78036,-0.746791,-0.772406,-0.776849,-0.812822,-0.743686,-0.756996,-0.767984,-0.715824	0.783955,0.837337,0.754849,0.753913,0.784515,0.805866,0.714797,0.726834,0.708344,0.768498,0.749904,0.786065,0.759779,0.760806,0.783735,0.800867,0.733959,0.786526,0.773282,0.716466
-0.167498,-0.286462,-0.124729,-0.271047,-0.256506,-0.268049,-0.333247,-0.178198,-0.218081,-0.307184,-0.227003,-0.202147,-0.191204,-0.225291,-0.236237,-0.313153,-0.207368,-0.211321,-0.250141,-0.21009	-0.195445,-0.235945,-0.175735,-0.253384,-0.323891,-0.264665,-0.230468,-0.264936,-0.220672,-0.321167,-0.296288,-0.241365,-0.311365,-0.272668,-0.260056,-0.266667,-0.268555,-0.199531,-0.237725,-0.264105	0.0288927,-0.0541797,0.0521493,-0.0189649,0.0734906,-0.00364207,-0.11133,0.0910366,0.00272292,0.0155141,0.0742807,0.0412296,0.127768,0.0504776,0.0253775,-0.0507208,0.0647954,-0.0123086,-0.0132002,0.0571881
-0.69369,-0.788719,-0.671623,-0.716924,-0.730348,-0.780791,-0.721991,-0.667475,-0.703711,-0.750888,-0.694641,-0.69967,-0.680793,-0.709551,-0.717678,-0.779622,-0.656233,-0.723714,-0.720241,-0.610438	0.144462,0.140583,0.134574,0.0841023,0.0956094,0.0779278,0.0761662,0.0418151,0.0184512,-0.0113034,0.084826,0.173348,0.0234923,0.0567612,0.136938,0.102469,0.126404,0.15084,0.058139,0.161485	-0.76181,-0.836545,-0.739371,-0.755475,-0.772047,-0.809466,-0.756553,-0.690031,-0.712905,-0.745915,-0.736094,-0.778586,-0.693199,-0.736644,-0.778142,-0.816836,-0.722689,-0.78848,-0.747096,-0.702657
0.0724205,0.0214414,0.0181131,-0.0390303,0.00397037,0.00273535,-0.0758595,-0.07011,0.021434,-0.066564,-0.0184812,-0.00973161,-0.100961,0.0163606,0.0172893,-0.0447697,0.00625929,0.0553745,-0.0210659,-0.0707632	-0.721941,-0.789398,-0.698575,-0.709481,-0.731338,-0.776373,-0.724096,-0.704147,-0.700483,-0.779917,-0.698867,-0.750153,-0.756447,-0.717558,-0.723392,-0.768197,-0.686001,-0.72293,-0.709606,-0.677996	0.754893,0.797343,0.707733,0.689546,0.733179,0.777458,0.685914,0.666963,0.711239,0.752414,0.689289,0.745866,0.709686,0.725402,0.731532,0.749193,0.689301,0.748347,0.698988,0.637834
0.0737215,-0.0285828,0.0947086,-0.129051,0.0206928,0.154501,-0.0901988,0.0230112,0.0383582,-0.0518777,0.00304598,-0.0338213,-0.093629,-0.0872487,-0.0168505,0.036419,0.0255459,-0.015467,-0.000499631,-0.0790839	-0.0575607,-0.0885135,-0.0359608,-0.0807223,-0.0763191,0.00911458,-0.0782654,-0.129893,-0.0936425,-0.162165,-0.0813131,-0.0892562,-0.25718,-0.11147,-0.0677781,-0.0574656,-0.077715,-0.0707842,-0.0187789,-0.107489	0.130727,0.0600827,0.130226,-0.048837,0.096859,0.145591,-0.0120182,0.152448,0.131528,0.111223,0.0843382,0.0556027,0.167586,0.0244596,0.0509858,0.0936885,0.103056,0.0553778,0.0182794,0.0286483
-0.640008,-0.724867,-0.623087,-0.674139,-0.655267,-0.675456,-0.651575,-0.618572,-0.602405,-0.704078,-0.626254,-0.652129,-0.662969,-0.666773,-0.662064,-0.702968,-0.597267,-0.667336,-0.667318,-0.568897	0.124984,0.088563,0.107989,0.0725056,0.104039,0.163431,0.0613146,-0.0358761,0.123835,0.019695,0.0886928,0.159257,-0.0613887,0.0782972,0.126141,0.0735604,0.126579,0.132004,0.0190228,0.113862	-0.708332,-0.764361,-0.684985,-0.71185,-0.710845,-0.755488,-0.685503,-0.59592,-0.675824,-0.713874,-0.677326,-0.735047,-0.627102,-0.708103,-0.727453,-0.738348,-0.672969,-0.734626,-0.677738,-0.641223
-0.662495,-0.739683,-0.638925,-0.644164,-0.66555,-0.72215,-0.620909,-0.606725,-0.63556,-0.683902,-0.637205,-0.656477,-0.626141,-0.644881,-0.670377,-0.71062,-0.600174,-0.67945,-0.672586,-0.54639	0.0778878,0.0724339,0.10384,0.0900747,0.130367,0.167436,0.126219,0.034861,0.0854456,0.0681212,0.108248,0.149162,0.00829902,0.0690397,0.111101,0.118347,0.131996,0.0726515,0.0365325,0.139667	-0.704054,-0.770818,-0.696552,-0.693973,-0.732372,-0.793625,-0.692831,-0.628296,-0.683867,-0.718547,-0.697352,-0.733786,-0.631161,-0.68349,-0.727308,-0.76466,-0.678425,-0.716722,-0.692112,-0.637415
