#Coverage (X)	Coverage
1.0	97.84543410283733
2.0	97.49033551287282
3.0	96.94051372163133
4.0	96.07030944590883
5.0	94.74738874430253
6.0	92.82342427708834
7.0	90.14407786079988
8.0	86.55380712985371
9.0	81.94961044947387
10.0	76.309940851146
11.0	69.71661557810641
12.0	62.371169757207824
13.0	54.57751515268683
14.0	46.67184712666847
15.0	38.99882367317893
16.0	31.845333524837685
17.0	25.430072619364964
18.0	19.87454544908394
19.0	15.224369060205902
20.0	11.446724520603325
21.0	8.465340649756783
22.0	6.175820957940658
23.0	4.461321815857076
24.0	3.2015978543756205
25.0	2.2966959006111693
26.0	1.6572193169365619
27.0	1.2120993478894775
28.0	0.9052420936228458
29.0	0.6957484448320912
30.0	0.5522275961087644
31.0	0.45400754116258213
32.0	0.38683004710470925
33.0	0.3393711098620713
34.0	0.3053180510249831
35.0	0.2801663848845237
36.0	0.2608731948447627
37.0	0.24558439022554523
38.0	0.23294094721356373
39.0	0.2222542254936286
40.0	0.2129597140442172
41.0	0.20474380511029722
42.0	0.1972962181137632
43.0	0.1904885581494824
44.0	0.18438301783263
45.0	0.17874473259584533
46.0	0.1734620287309383
47.0	0.1685389159126771
48.0	0.16391465183377818
49.0	0.15966038689350626
50.0	0.15560660569217077
51.0	0.15187300128752668
