#Coverage	Number of genomic locations
0.0	5.1560021E7
1.0	3.0837532E7
2.0	4.3783049E7
3.0	5.9515106E7
4.0	7.6515146E7
5.0	9.2634505E7
6.0	1.05230228E8
7.0	1.11884015E8
8.0	1.11469494E8
9.0	1.04255177E8
10.0	9.1956321E7
11.0	7.7029099E7
12.0	6.1349307E7
13.0	4.6776015E7
14.0	3.4240879E7
15.0	2.418479E7
16.0	1.6529961E7
17.0	1.0952043E7
18.0	7085329.0
19.0	4489400.0
20.0	2817114.0
21.0	1751232.0
22.0	1093508.0
23.0	696742.0
24.0	454378.0
25.0	311642.0
26.0	223725.0
27.0	173316.0
28.0	138788.0
29.0	116875.0
30.0	102540.0
31.0	91976.0
32.0	82130.0
33.0	74815.0
34.0	68969.0
35.0	63522.0
36.0	59468.0
37.0	55254.0
38.0	52392.0
39.0	48976.0
40.0	45951.0
41.0	42313.0
42.0	39617.0
43.0	37433.0
44.0	35378.0
45.0	33306.0
46.0	31605.0
47.0	30239.0
48.0	28332.0
49.0	26173.0
50.0	25828.0
51.0	24261.0
52.0	22984.0
53.0	21913.0
54.0	21041.0
55.0	20552.0
56.0	20200.0
57.0	19081.0
58.0	18324.0
59.0	17969.0
60.0	17316.0
61.0	16307.0
62.0	15507.0
63.0	15020.0
64.0	14987.0
65.0	14453.0
66.0	14252.0
67.0	13649.0
68.0	13186.0
69.0	12747.0
70.0	12633.0
71.0	12124.0
72.0	11670.0
73.0	11035.0
74.0	10549.0
75.0	10464.0
76.0	9993.0
77.0	9349.0
78.0	9545.0
79.0	9170.0
80.0	9081.0
81.0	8589.0
82.0	8383.0
83.0	8270.0
84.0	7902.0
85.0	7794.0
86.0	7482.0
87.0	7413.0
88.0	7286.0
89.0	7216.0
90.0	6814.0
91.0	6628.0
92.0	6354.0
93.0	6175.0
94.0	6073.0
95.0	6251.0
96.0	6070.0
97.0	5767.0
98.0	5761.0
99.0	5539.0
100.0	5592.0
101.0	5323.0
102.0	5458.0
103.0	5098.0
104.0	5075.0
105.0	4969.0
106.0	4822.0
107.0	4669.0
108.0	4749.0
109.0	4550.0
110.0	4428.0
111.0	4314.0
112.0	4172.0
113.0	4025.0
114.0	3965.0
115.0	3876.0
116.0	3763.0
117.0	3775.0
118.0	3899.0
119.0	3865.0
120.0	3776.0
121.0	3546.0
122.0	3487.0
123.0	3581.0
124.0	3509.0
125.0	3344.0
126.0	3264.0
127.0	3157.0
128.0	3254.0
129.0	3241.0
130.0	3214.0
131.0	3186.0
132.0	3260.0
133.0	3212.0
134.0	3222.0
135.0	3161.0
136.0	3075.0
137.0	2869.0
138.0	2803.0
139.0	2805.0
140.0	2832.0
141.0	2734.0
142.0	2730.0
143.0	2565.0
144.0	2556.0
145.0	2517.0
146.0	2499.0
147.0	2487.0
148.0	2487.0
149.0	2486.0
150.0	2461.0
151.0	2358.0
152.0	2368.0
153.0	2337.0
154.0	2221.0
155.0	2141.0
156.0	2172.0
157.0	2086.0
158.0	2096.0
159.0	1909.0
160.0	1964.0
161.0	2044.0
162.0	1911.0
163.0	1821.0
164.0	1824.0
165.0	1740.0
166.0	1732.0
167.0	1715.0
168.0	1733.0
169.0	1721.0
170.0	1704.0
171.0	1647.0
172.0	1657.0
173.0	1590.0
174.0	1561.0
175.0	1510.0
176.0	1512.0
177.0	1527.0
178.0	1420.0
179.0	1403.0
180.0	1442.0
181.0	1397.0
182.0	1373.0
183.0	1406.0
184.0	1371.0
185.0	1526.0
186.0	1404.0
187.0	1475.0
188.0	1273.0
189.0	1232.0
190.0	1308.0
191.0	1333.0
192.0	1218.0
193.0	1307.0
194.0	1218.0
195.0	1223.0
196.0	1252.0
197.0	1261.0
198.0	1252.0
199.0	1215.0
200.0	1185.0
201.0	1195.0
202.0	1162.0
203.0	1214.0
204.0	1172.0
205.0	1164.0
206.0	1121.0
207.0	1133.0
208.0	1109.0
209.0	1100.0
210.0	1028.0
211.0	1025.0
212.0	1027.0
213.0	999.0
214.0	1013.0
215.0	937.0
216.0	1036.0
217.0	943.0
218.0	1010.0
219.0	957.0
220.0	974.0
221.0	959.0
222.0	861.0
223.0	872.0
224.0	879.0
225.0	891.0
226.0	889.0
227.0	873.0
228.0	840.0
229.0	863.0
230.0	889.0
231.0	918.0
232.0	880.0
233.0	879.0
234.0	900.0
235.0	832.0
236.0	932.0
237.0	929.0
238.0	881.0
239.0	859.0
240.0	867.0
241.0	931.0
242.0	883.0
243.0	863.0
244.0	812.0
245.0	831.0
246.0	810.0
247.0	808.0
248.0	806.0
249.0	782.0
250.0	796.0
251.0	780.0
252.0	838.0
253.0	798.0
254.0	772.0
255.0	761.0
256.0	762.0
257.0	756.0
258.0	719.0
259.0	721.0
260.0	683.0
261.0	725.0
262.0	765.0
263.0	715.0
264.0	732.0
265.0	729.0
266.0	643.0
267.0	644.0
268.0	629.0
269.0	631.0
270.0	647.0
271.0	631.0
272.0	637.0
273.0	593.0
274.0	595.0
275.0	534.0
276.0	637.0
277.0	577.0
278.0	582.0
279.0	564.0
280.0	596.0
281.0	527.0
282.0	596.0
283.0	511.0
284.0	507.0
285.0	554.0
286.0	509.0
287.0	500.0
288.0	518.0
289.0	484.0
290.0	467.0
291.0	507.0
292.0	526.0
293.0	497.0
294.0	464.0
295.0	429.0
296.0	533.0
297.0	498.0
298.0	492.0
