#Coverage (X)	Coverage
1.0	97.81152513635558
2.0	97.23572901314616
3.0	96.26062712366293
4.0	94.74928079892473
5.0	92.5871689497651
6.0	89.70627153854926
7.0	86.08509901189319
8.0	81.75140028144726
9.0	76.79363721874178
10.0	71.33389452457163
11.0	65.51714625617464
12.0	59.49717154597833
13.0	53.4254513002642
14.0	47.43720685283688
15.0	41.65851705244428
16.0	36.17783276533915
17.0	31.083654765428378
18.0	26.41742500373182
19.0	22.20891258549048
20.0	18.47575231631808
21.0	15.212480374486816
22.0	12.398663883885234
23.0	10.007800088596895
24.0	8.010151534217869
25.0	6.361311157885524
26.0	5.018190567866071
27.0	3.939084880848867
28.0	3.0839040034001215
29.0	2.4145121746356466
30.0	1.894261990824262
31.0	1.49442421748833
32.0	1.1902423547336696
33.0	0.9604880752225
34.0	0.7881490113663432
35.0	0.6589252979084392
36.0	0.5618560196237752
37.0	0.48904510312618754
38.0	0.4336060599515008
39.0	0.3917502593071589
40.0	0.3593589120730627
41.0	0.33405078330400784
42.0	0.3138806688589
43.0	0.29739663990669385
44.0	0.2835532803891141
45.0	0.2716885674065139
46.0	0.26134215616939116
47.0	0.2521324450759437
48.0	0.24381219928554287
49.0	0.23630088405370486
50.0	0.22937677289637293
51.0	0.22293945331963982
