#Position (bp)	mapping quality
1473116.5	16.941308990835783
4419348.5	21.170904698912004
7365580.5	22.609864866524056
1.03118125E7	21.67886644445801
1.32580445E7	22.25658452402765
1.62042765E7	22.617803162859005
1.91505085E7	19.824130969550694
2.20967405E7	22.180391024655247
2.50429725E7	21.332810604872915
2.79892045E7	24.088508998916737
3.09354365E7	22.112635229763438
3.38816685E7	22.648178569837285
3.68279005E7	22.640649670750655
3.97741325E7	23.04921056015585
4.27203645E7	22.567856358380848
4.56665965E7	21.51384878156938
4.86128285E7	22.690715938306692
5.15590605E7	23.170126276563987
5.45052925E7	22.99453600009041
5.74515245E7	24.14260408244571
6.03977565E7	23.771468008576832
6.33439885E7	22.513326605078138
6.62902205E7	22.009527641640837
6.92364525E7	23.25294771355549
7.21826845E7	22.922060340669983
7.51289165E7	12.673203176914642
7.80751485E7	21.774041978381398
8.10213805E7	23.93849921376317
8.39676125E7	21.927636163608394
8.69138445E7	23.05443485732374
8.98600765E7	25.472300038514444
9.28063085E7	22.95756833899997
9.57525405E7	22.2055866959648
9.86987725E7	21.627525833107544
1.016450045E8	22.693740136437842
1.045912365E8	21.068713448577647
1.075374685E8	22.63885957193031
1.104837005E8	17.934111299153003
1.134299325E8	22.049758409787916
1.163761645E8	24.246416618232516
1.193223965E8	22.00641015780715
1.222686285E8	23.105996710580207
1.252148605E8	21.555647190756805
1.281610925E8	20.79221190344253
1.311073245E8	22.60303755776273
1.340535565E8	21.67522286375327
1.369997885E8	20.91859177619673
1.399460205E8	19.330062405880142
1.428922525E8	22.634031793556506
1.458384845E8	23.978476498467288
1.487847165E8	22.775137399403867
1.517309485E8	22.862757124164304
1.546771805E8	21.123067063914668
1.576234125E8	22.48796100267332
1.605696445E8	20.00241996659391
1.635158765E8	15.212680794887808
1.664621085E8	16.931480332365847
1.694083405E8	20.976450607588426
1.723545725E8	21.25603988479966
1.753008045E8	18.771158615979697
1.782470365E8	18.892948154409662
1.811932685E8	20.937706292769963
1.841395005E8	22.1186736845741
1.870857325E8	22.752776890551676
1.900319645E8	22.647319857579756
1.929781965E8	21.77023160563783
1.959244285E8	22.414388770315526
1.988706605E8	21.2183556804726
2.018168925E8	21.56986524289702
2.047631245E8	19.61268206579096
2.077093565E8	18.543408657615107
2.106555885E8	19.46148479000047
2.136018205E8	15.845860373144998
2.154737165E8	14.687150005390308
2.169468325E8	18.403940267285577
2.194942845E8	20.078559125353724
2.224405165E8	22.679280169346516
2.253867485E8	22.736850790014056
2.283329805E8	23.348474372129896
2.312792125E8	23.8868290576128
2.342254445E8	23.389132971698135
2.371716765E8	22.802379551340195
2.401179085E8	23.863285006363505
2.430641405E8	23.39905918979516
2.460103725E8	22.096805869122644
2.489566045E8	24.251027376090754
2.519028365E8	24.33609996969204
2.548490685E8	24.602991757894095
2.577953005E8	23.565791489804397
2.607415325E8	22.716407820354476
2.636877645E8	22.84555396740095
2.666339965E8	22.248257335506473
2.695802285E8	21.82082972388519
2.725264605E8	24.616794843893896
2.754726925E8	21.962945901108988
2.784189245E8	17.79443691608971
2.813651565E8	20.999765445466466
2.843113885E8	23.464020549099867
2.872576205E8	23.524311859085635
2.902038525E8	23.68828386754083
2.931500845E8	21.508962899054293
2.960963165E8	19.421391988755122
2.990425485E8	20.19371653676741
3.019887805E8	21.06492431524319
3.049350125E8	22.24217230021079
3.078812445E8	19.78389244169769
3.108274765E8	22.18212832729004
3.137737085E8	23.293054802710515
3.167199405E8	22.574851077784714
3.196661725E8	19.492533646489534
3.226124045E8	21.517159039100942
3.255586365E8	23.05352497461984
3.285048685E8	22.282584719315025
3.314511005E8	23.4661954135611
3.343973325E8	23.74091723271752
3.373435645E8	21.283147598728668
3.402897965E8	22.78691732039739
3.432360285E8	23.464503040497853
3.461822605E8	24.56517635153909
3.491284925E8	22.410852368590685
3.520747245E8	20.375721167051665
3.550209565E8	23.97663575565692
3.579671885E8	22.859480495768366
3.609134205E8	20.78354418300518
3.638596525E8	20.550397637979387
3.668058845E8	23.057447301571408
3.697521165E8	21.88161220830761
3.726983485E8	19.48087842904411
3.756445805E8	19.289612774521995
3.785908125E8	16.94917606377829
3.804938555E8	14.09165455583234
3.819669715E8	15.071216656866072
3.844832765E8	23.263554880741697
3.874295085E8	20.79856267946495
3.903757405E8	19.036996058515825
3.933219725E8	21.51935123897093
3.962682045E8	21.95882276381208
3.992144365E8	22.71955668282755
4.021606685E8	22.408564393942473
4.051069005E8	25.554639492527002
4.080531325E8	23.759106930069002
4.109993645E8	23.892004905882306
4.139455965E8	23.08570199432156
4.168918285E8	23.209068560732636
4.198380605E8	18.498950410020075
4.227842925E8	21.79756294474427
4.257305245E8	22.859792923482043
4.286767565E8	22.49479518651845
4.316229885E8	22.61416941591369
4.345692205E8	21.516054709254693
4.375154525E8	22.09174543098719
4.404616845E8	22.52801809736135
4.434079165E8	23.183161101629775
4.463541485E8	22.70391372396915
4.493003805E8	22.931513234473897
4.522466125E8	21.398381190498917
4.551928445E8	22.70712596526977
4.581390765E8	22.09578874748168
4.610853085E8	22.818702859919647
4.640315405E8	21.689235875809086
4.669777725E8	22.665757897001793
4.699240045E8	20.66223508306524
4.728702365E8	21.908693485276014
4.758164685E8	19.703389856779015
4.787627005E8	17.397142050541213
4.817089325E8	21.210921845604787
4.846551645E8	22.15873717324223
4.876013965E8	22.5276790549742
4.905476285E8	21.33127594194668
4.934938605E8	21.312231721438955
4.964400925E8	22.620981470357883
4.993863245E8	20.906044020965094
5.023325565E8	19.177753036848152
5.05119797E8	17.47518685360601
5.06592913E8	8.383982167733988
5.082250205E8	10.272056248933705
5.111712525E8	18.373230098965944
5.141174845E8	21.013761828217007
5.170637165E8	20.171461100667802
5.200099485E8	21.655575753260816
5.229561805E8	23.481174038805218
5.259024125E8	19.239815006014535
5.288486445E8	23.026914392794286
5.317948765E8	23.368001353367507
5.347411085E8	22.297667441675124
5.376873405E8	21.53529782919322
5.406335725E8	23.318183643777164
5.435798045E8	20.60095542507909
5.465260365E8	20.681822162162486
5.494722685E8	23.49355414804154
5.524185005E8	21.700541331434152
5.553647325E8	24.41260737668338
5.583109645E8	22.149964893222435
5.612571965E8	22.64892141305249
5.642034285E8	23.51099142148357
5.671496605E8	22.826713484973723
5.700958925E8	20.10229217724809
5.730421245E8	21.5034367878651
5.759883565E8	21.064111505771464
5.789345885E8	19.83323173150784
5.818808205E8	17.819234685429855
5.848270525E8	16.776907300653793
5.875864595E8	14.261064543963174
5.890595755E8	16.04011309150499
5.907195165E8	17.098059584130702
5.936657485E8	21.411933141030318
5.966119805E8	23.275586789469287
5.995582125E8	23.285647868234523
6.025044445E8	23.181032181056498
6.054506765E8	23.49234284778472
6.083969085E8	19.439654000330208
6.113431405E8	22.613172049861895
6.142893725E8	23.728256480806817
6.172356045E8	22.274885550448786
6.201818365E8	23.336907613967462
6.231280685E8	23.838755909334985
6.260743005E8	23.58054215920653
6.290205325E8	23.809364905961818
6.319667645E8	24.40163006849497
6.349129965E8	21.826695931455756
6.378592285E8	22.40915663239801
6.408054605E8	23.039645665928173
6.437516925E8	24.57765157271214
6.466979245E8	23.050003180513087
6.496441565E8	23.61337480667307
6.525903885E8	18.135180495810374
6.555366205E8	20.383042724460218
6.58437679E8	16.898441525874535
6.59910795E8	18.18765137730964
6.614290845E8	19.05832013111775
6.643753165E8	19.00992609048966
6.673215485E8	19.9352331370015
6.702677805E8	22.300501231984796
6.732140125E8	22.97649375084621
6.761602445E8	22.879649341239343
6.791064765E8	21.9000096985395
6.820527085E8	22.89262265907859
6.849989405E8	21.435351572770934
6.879451725E8	19.068945292496206
6.908914045E8	15.312540677399154
6.938376365E8	19.67390925380834
6.967838685E8	22.51700274977306
6.997301005E8	23.231218917013457
7.026763325E8	21.002434478838683
7.056225645E8	22.00593761680819
7.085687965E8	21.526367112061916
7.112236495E8	20.915248895880513
7.126967655E8	16.858404623003842
7.144612605E8	19.91568031423788
7.174074925E8	20.049361514011608
7.203537245E8	23.211139921838047
7.232999565E8	23.31706225865613
7.262461885E8	24.622600928094162
7.291924205E8	22.723838766873847
7.321386525E8	20.37353910935185
7.350848845E8	18.93217486976116
7.380311165E8	12.34765524628176
7.409773485E8	24.362303350440982
7.439235805E8	24.673453736855794
7.468698125E8	25.070091687799504
7.498160445E8	24.056572502053715
7.527622765E8	24.78067079417415
7.557085085E8	21.939988547164486
7.586547405E8	21.446063684564017
7.601416665E8	1.4860963912536376
7.616147825E8	19.964922474493584
7.645472045E8	21.863003672683025
7.674934365E8	22.707241659759607
7.704396685E8	23.454880731360564
7.733859005E8	23.3127908964909
7.763321325E8	20.886826998425747
7.792783645E8	16.46032977741617
7.822245965E8	19.365011020972993
7.851708285E8	23.07458433940949
7.881170605E8	23.41965585161639
7.910632925E8	24.86346739648909
7.940095245E8	23.694461422857845
7.969557565E8	23.905925079481975
7.999019885E8	25.213632900058276
8.026961355E8	19.157672902064114
8.041692515E8	17.92063019054558
8.057944525E8	17.828043437862945
8.087406845E8	21.711664121109884
8.116869165E8	22.72577959458922
8.146331485E8	22.78788637117904
8.175793805E8	24.943890473434372
8.205256125E8	23.266554485440324
8.234718445E8	24.159042179929713
8.264180765E8	20.888410651146494
8.293643085E8	20.908579109530514
8.323105405E8	23.13162327142542
8.352567725E8	24.702986813395146
8.382030045E8	23.33019534537974
8.411492365E8	21.455058643635393
8.440954685E8	18.653962000489532
8.466781495E8	18.70663513896359
8.481512655E8	15.575766899507318
8.499879325E8	16.96214814765414
8.529341645E8	18.278890779331068
8.558803965E8	21.903044592186404
8.588266285E8	21.49034121143694
8.617728605E8	22.39431193837986
8.647190925E8	24.40297543266608
8.676653245E8	24.80756517065305
8.706115565E8	22.688519114389308
8.735577885E8	23.18451095338657
8.765040205E8	22.918715783306897
8.794502525E8	23.694717035818712
8.823964845E8	21.942648224555583
8.853427165E8	19.422998969614653
