#Coverage	Number of genomic locations
0.0	3.3847205E7
1.0	1.1677627E7
2.0	1.1965216E7
3.0	1.393525E7
4.0	1.7607717E7
5.0	2.3161351E7
6.0	3.0659328E7
7.0	3.9880848E7
8.0	5.0107908E7
9.0	6.0419279E7
10.0	6.9937698E7
11.0	7.7445293E7
12.0	8.2194204E7
13.0	8.3922771E7
14.0	8.2544906E7
15.0	7.8508985E7
16.0	7.2241056E7
17.0	6.4505163E7
18.0	5.5975933E7
19.0	4.7300253E7
20.0	3.9014079E7
21.0	3.1464914E7
22.0	2.4821371E7
23.0	1.9218183E7
24.0	1.458348E7
25.0	1.088173E7
26.0	8005213.0
27.0	5797186.0
28.0	4163415.0
29.0	2952731.0
30.0	2081074.0
31.0	1458373.0
32.0	1019481.0
33.0	718898.0
34.0	511540.0
35.0	368162.0
36.0	270860.0
37.0	204431.0
38.0	159849.0
39.0	128891.0
40.0	108882.0
41.0	93302.0
42.0	81099.0
43.0	74461.0
44.0	67455.0
45.0	63323.0
46.0	58570.0
47.0	55129.0
48.0	52298.0
49.0	49527.0
50.0	47031.0
51.0	44682.0
52.0	43151.0
53.0	41774.0
54.0	39042.0
55.0	38290.0
56.0	36720.0
57.0	34929.0
58.0	34899.0
59.0	33535.0
60.0	32755.0
61.0	31208.0
62.0	30088.0
63.0	29842.0
64.0	28651.0
65.0	27889.0
66.0	27449.0
67.0	26183.0
68.0	24784.0
69.0	24401.0
70.0	23406.0
71.0	23192.0
72.0	22262.0
73.0	21119.0
74.0	21075.0
75.0	20653.0
76.0	19347.0
77.0	18746.0
78.0	18384.0
79.0	17816.0
80.0	16815.0
81.0	16441.0
82.0	16191.0
83.0	15829.0
84.0	15387.0
85.0	15136.0
86.0	14702.0
87.0	14175.0
88.0	13527.0
89.0	13122.0
90.0	12984.0
91.0	12617.0
92.0	12094.0
93.0	11930.0
94.0	11256.0
95.0	11369.0
96.0	10916.0
97.0	10954.0
98.0	10390.0
99.0	10059.0
100.0	9834.0
101.0	9757.0
102.0	9538.0
103.0	9044.0
104.0	8944.0
105.0	8773.0
106.0	8383.0
107.0	8045.0
108.0	8034.0
109.0	7741.0
110.0	7833.0
111.0	7650.0
112.0	7518.0
113.0	7186.0
114.0	7091.0
115.0	7066.0
116.0	6862.0
117.0	6830.0
118.0	6860.0
119.0	6795.0
120.0	6919.0
121.0	6516.0
122.0	6550.0
123.0	6271.0
124.0	6229.0
125.0	6229.0
126.0	6116.0
127.0	5985.0
128.0	5797.0
129.0	5884.0
130.0	5786.0
131.0	5600.0
132.0	5613.0
133.0	5618.0
134.0	5543.0
135.0	5496.0
136.0	5549.0
137.0	5155.0
138.0	5131.0
139.0	5038.0
140.0	5168.0
141.0	4790.0
142.0	4944.0
143.0	4781.0
144.0	4774.0
145.0	4688.0
146.0	4496.0
147.0	4443.0
148.0	4410.0
149.0	4347.0
