#Position (bp)	mapping quality
1465207.0	36.854604348968934
4395620.0	38.51612455234939
7326033.0	39.50677364648774
1.0256446E7	38.76807299838468
1.3186859E7	39.00197689720113
1.6117272E7	39.58782099564758
1.9047685E7	38.044836578304796
2.1978098E7	39.453296898893
2.4908511E7	39.53183792893211
2.7838924E7	39.965200215336296
3.0769337E7	38.96063765084438
3.369975E7	39.39787908870888
3.6630163E7	39.83822527895595
3.9560576E7	39.34386794067225
4.2490989E7	39.485240921230385
4.5421402E7	39.16614581545314
4.8351815E7	39.41885924485241
5.1282228E7	39.65511905888563
5.4212641E7	38.08775263201388
5.7143054E7	39.96440264150203
6.0073467E7	40.03490358586972
6.300388E7	39.84053468423675
6.5934293E7	39.27906053491936
6.8864706E7	39.80979718211651
7.1795119E7	39.81415087641141
7.4725532E7	37.12672130299976
7.7655945E7	39.17735252846811
8.0586358E7	39.640241447889935
8.3516771E7	39.37078075846752
8.6447184E7	39.33921413890345
8.9377597E7	40.06130996659459
9.230801E7	39.622703702766515
9.5238423E7	39.83526299008125
9.8168836E7	35.610622962882864
1.01099249E8	39.63936392076934
1.04029662E8	39.45526059517312
1.06960075E8	39.52623032462726
1.09890488E8	37.231757738171595
1.12820901E8	39.65994785206166
1.15751314E8	39.87394459285478
1.18681727E8	39.447015654334166
1.2161214E8	39.41877220205687
1.24542553E8	38.97240546254819
1.27472966E8	38.90446358006305
1.30403379E8	39.43149772448816
1.33333792E8	39.315198503729476
1.36264205E8	39.03178797204629
1.39194618E8	36.93017861017026
1.42125031E8	39.45726507023607
1.45055444E8	39.63755328185005
1.47985857E8	39.50568895658123
1.5091627E8	39.071924847705034
1.53846683E8	39.39704662142727
1.56777096E8	38.925289089501725
1.59707509E8	38.82671981465509
1.62637922E8	35.794329003575776
1.65568335E8	37.28486977140024
1.68498748E8	39.03130162237052
1.71429161E8	37.92401071183011
1.74359574E8	37.21494720646665
1.77289987E8	37.76609574157302
1.802204E8	38.36938590206126
1.83150813E8	38.31227846425854
1.86081226E8	38.89128398176979
1.89011639E8	38.8953808626025
