#Coverage (X)	Coverage
1.0	97.09488159375351
2.0	95.11900574404766
3.0	91.85873252707754
4.0	87.31200523561834
5.0	81.5857738397319
6.0	74.9284318054191
7.0	67.65268513745308
8.0	60.09385176168018
9.0	52.555194728145125
10.0	45.290417421314835
11.0	38.49151569580666
12.0	32.29275462064663
13.0	26.75899350068488
14.0	21.91695059052917
15.0	17.755773748046863
16.0	14.245707944514791
17.0	11.327526188463537
18.0	8.936708632403494
19.0	7.001285367793869
20.0	5.45501486104483
21.0	4.234253677198723
22.0	3.2796255283847984
23.0	2.541326244175991
24.0	1.9741470826905925
25.0	1.5425341723530437
26.0	1.2168648890201013
27.0	0.9727513669405567
28.0	0.7894143623518346
29.0	0.6514984417836303
30.0	0.548472322397842
31.0	0.47051810221807955
32.0	0.41116186272122945
33.0	0.36589263446893483
34.0	0.3311798561623931
35.0	0.304072321852189
36.0	0.2823539610691057
37.0	0.26490931641458815
38.0	0.2501816956399381
39.0	0.2378125314452717
40.0	0.22731068132630128
41.0	0.21816017692000855
42.0	0.21014321610489617
43.0	0.20297724477740076
44.0	0.19650366750319392
45.0	0.19053735674461336
46.0	0.18501748488215242
47.0	0.17996469747529886
48.0	0.17523217217737397
49.0	0.17075660731420328
50.0	0.16657664932567684
51.0	0.16265535801649378
