#Mapping quality	mapping quality
0.0	1426573.0
1.0	4233125.0
2.0	927573.0
3.0	1179926.0
4.0	1218475.0
5.0	1211825.0
6.0	1369498.0
7.0	1072195.0
8.0	1558183.0
9.0	1072095.0
10.0	1125305.0
11.0	1244266.0
12.0	1247093.0
13.0	1452490.0
14.0	1487013.0
15.0	1581455.0
16.0	1722805.0
17.0	1667412.0
18.0	1934444.0
19.0	1905868.0
20.0	2076847.0
21.0	2453046.0
22.0	2393264.0
23.0	4781098.0
24.0	5152638.0
25.0	3365612.0
26.0	4072330.0
27.0	4666320.0
28.0	5570438.0
29.0	6401447.0
30.0	7405331.0
31.0	7047635.0
32.0	1.0795161E7
33.0	1.0692325E7
34.0	1.2586224E7
35.0	1.4084261E7
36.0	1.8448583E7
37.0	2.1422502E7
38.0	2.8099029E7
39.0	3.1571384E7
40.0	7.4690434E7
41.0	2.55349122E8
42.0	5.74349463E8
