#Coverage	Number of genomic locations
0.0	3.4052778E7
1.0	2.3160523E7
2.0	3.8215778E7
3.0	5.3295141E7
4.0	6.7120874E7
5.0	7.8035026E7
6.0	8.5283748E7
7.0	8.8601991E7
8.0	8.8365491E7
9.0	8.5155169E7
10.0	7.9694339E7
11.0	7.2659701E7
12.0	6.4864805E7
13.0	5.6756727E7
14.0	4.8775854E7
15.0	4.1143759E7
16.0	3.4205902E7
17.0	2.8024324E7
18.0	2.2686352E7
19.0	1.812484E7
20.0	1.4309334E7
21.0	1.1189816E7
22.0	8654085.0
23.0	6648275.0
24.0	5059215.0
25.0	3817381.0
26.0	2861413.0
27.0	2149012.0
28.0	1616602.0
29.0	1207636.0
30.0	913752.0
31.0	695753.0
32.0	530630.0
33.0	406891.0
34.0	317745.0
35.0	254575.0
36.0	204480.0
37.0	172632.0
38.0	144987.0
39.0	123099.0
40.0	107259.0
41.0	93972.0
42.0	83997.0
43.0	75881.0
44.0	69935.0
45.0	64702.0
46.0	59227.0
47.0	55473.0
48.0	52461.0
49.0	48996.0
50.0	45964.0
51.0	42965.0
52.0	40613.0
53.0	38460.0
54.0	36794.0
55.0	36112.0
56.0	34435.0
57.0	33476.0
58.0	31179.0
59.0	30552.0
60.0	29091.0
61.0	27846.0
62.0	26371.0
63.0	25741.0
64.0	24688.0
65.0	23731.0
66.0	23051.0
67.0	22380.0
68.0	21712.0
69.0	20812.0
70.0	20457.0
71.0	19395.0
72.0	18986.0
73.0	18313.0
74.0	17684.0
75.0	16814.0
76.0	16759.0
77.0	16315.0
78.0	15991.0
79.0	15404.0
80.0	15211.0
81.0	14916.0
82.0	13833.0
83.0	13983.0
84.0	13508.0
85.0	13268.0
86.0	12969.0
87.0	12511.0
88.0	13047.0
89.0	12731.0
90.0	12136.0
91.0	11575.0
92.0	11524.0
93.0	11501.0
94.0	11301.0
95.0	10973.0
96.0	10981.0
97.0	10528.0
98.0	10380.0
99.0	10082.0
100.0	9887.0
101.0	9691.0
102.0	9374.0
103.0	8854.0
104.0	8975.0
105.0	8938.0
106.0	8622.0
107.0	8601.0
108.0	8541.0
109.0	8548.0
110.0	8230.0
111.0	8164.0
112.0	7984.0
113.0	7919.0
114.0	7739.0
115.0	7496.0
116.0	7501.0
117.0	7610.0
118.0	7347.0
119.0	6992.0
120.0	7115.0
121.0	6938.0
122.0	6888.0
123.0	6742.0
124.0	6465.0
125.0	6732.0
126.0	6557.0
127.0	6546.0
128.0	6447.0
129.0	6501.0
130.0	6403.0
131.0	6396.0
132.0	6449.0
133.0	6406.0
134.0	6447.0
135.0	6358.0
136.0	6129.0
137.0	6014.0
138.0	6112.0
139.0	6098.0
140.0	5982.0
141.0	5673.0
142.0	5770.0
143.0	5745.0
144.0	5759.0
145.0	5540.0
146.0	5352.0
147.0	5609.0
148.0	5358.0
149.0	5387.0
150.0	5282.0
151.0	5139.0
152.0	5153.0
153.0	5163.0
154.0	5034.0
155.0	4950.0
156.0	4815.0
157.0	4825.0
158.0	4576.0
159.0	4676.0
160.0	4522.0
161.0	4627.0
162.0	4484.0
163.0	4466.0
164.0	4301.0
165.0	4345.0
166.0	4326.0
167.0	4377.0
168.0	4327.0
169.0	4225.0
170.0	4322.0
171.0	4163.0
172.0	4034.0
173.0	3736.0
174.0	3718.0
175.0	3752.0
176.0	3815.0
177.0	3699.0
178.0	3582.0
179.0	3565.0
180.0	3508.0
181.0	3420.0
182.0	3490.0
183.0	3434.0
184.0	3370.0
185.0	3312.0
186.0	3254.0
187.0	3156.0
188.0	3087.0
189.0	3120.0
190.0	3075.0
191.0	3097.0
192.0	2969.0
193.0	3072.0
194.0	3005.0
195.0	3126.0
