#Coverage (X)	Coverage
1.0	94.65584650410759
2.0	89.98214117300327
3.0	84.24239307812539
4.0	78.05931631507977
5.0	71.66447873074881
6.0	65.23970892419436
7.0	58.9057579954423
8.0	52.74693046577523
9.0	46.82715155644429
10.0	41.20447402139432
11.0	35.933806091109076
12.0	31.052833248526298
13.0	26.59213318819664
14.0	22.566584533540677
15.0	18.9826916595474
16.0	15.827626336916097
17.0	13.092460128973428
18.0	10.750259964918186
19.0	8.764953786693809
20.0	7.103707817844878
21.0	5.727448374837891
22.0	4.600951659112596
23.0	3.68913540509719
24.0	2.955800695450094
25.0	2.3718193757093076
26.0	1.9100736740970916
27.0	1.5469054856719708
28.0	1.2623386106861147
29.0	1.0404166763257763
30.0	0.8680435728901159
31.0	0.7335209462437291
32.0	0.6283993025687664
33.0	0.5454224101991088
34.0	0.47998716248872597
35.0	0.4284140429863754
36.0	0.3872641157275467
37.0	0.35396069544962927
38.0	0.3266620617457079
39.0	0.304163179376431
40.0	0.2851935786225397
41.0	0.26933437643799607
42.0	0.2557323652171988
43.0	0.2438134789689741
44.0	0.2333882392319424
45.0	0.22407683596111383
46.0	0.21582159808946244
47.0	0.20833442621852782
48.0	0.20148368357843083
49.0	0.19519745195984228
50.0	0.1894038984656703
51.0	0.1840587460488905
