#Coverage	Number of genomic locations
0.0	6.2642291E7
1.0	5.4783533E7
2.0	6.7279312E7
3.0	7.2475855E7
4.0	7.4958041E7
5.0	7.5308896E7
6.0	7.4244349E7
7.0	7.2191614E7
8.0	6.938957E7
9.0	6.5907052E7
10.0	6.1780919E7
11.0	5.721305E7
12.0	5.228676E7
13.0	4.7186068E7
14.0	4.2009134E7
15.0	3.6982568E7
16.0	3.2060658E7
17.0	2.7454448E7
18.0	2.3271062E7
19.0	1.9472542E7
20.0	1.613203E7
21.0	1.3204399E7
22.0	1.068799E7
23.0	8595892.0
24.0	6845224.0
25.0	5412421.0
26.0	4256930.0
27.0	3335593.0
28.0	2601291.0
29.0	2020497.0
30.0	1576827.0
31.0	1232199.0
32.0	972626.0
33.0	767009.0
34.0	604522.0
35.0	482345.0
36.0	390371.0
37.0	319985.0
38.0	263724.0
39.0	222355.0
40.0	185896.0
41.0	159438.0
42.0	139709.0
43.0	122201.0
44.0	109145.0
45.0	96765.0
46.0	87762.0
47.0	80302.0
48.0	73685.0
49.0	67910.0
50.0	62654.0
51.0	58068.0
52.0	53364.0
53.0	50476.0
54.0	46534.0
55.0	43696.0
56.0	41581.0
57.0	39644.0
58.0	37935.0
59.0	36633.0
60.0	35150.0
61.0	33419.0
62.0	32427.0
63.0	30792.0
64.0	29517.0
65.0	27607.0
66.0	27258.0
67.0	26470.0
68.0	25146.0
69.0	23870.0
70.0	23046.0
71.0	22426.0
72.0	21697.0
73.0	20624.0
74.0	20461.0
75.0	19774.0
76.0	18828.0
77.0	18545.0
78.0	17932.0
79.0	17449.0
80.0	16911.0
81.0	16572.0
82.0	16068.0
83.0	15423.0
84.0	15104.0
85.0	14369.0
86.0	13712.0
87.0	13589.0
88.0	13182.0
89.0	13033.0
90.0	12516.0
91.0	12142.0
92.0	11749.0
93.0	11392.0
94.0	11512.0
95.0	11130.0
96.0	10903.0
97.0	10527.0
98.0	10428.0
99.0	10115.0
100.0	9989.0
101.0	10017.0
102.0	9993.0
103.0	9506.0
104.0	9232.0
105.0	8942.0
106.0	8937.0
107.0	8501.0
108.0	8438.0
109.0	8404.0
110.0	8220.0
111.0	8011.0
112.0	7789.0
113.0	7871.0
114.0	7529.0
115.0	7299.0
116.0	7511.0
117.0	7194.0
118.0	6970.0
119.0	6978.0
120.0	6956.0
121.0	6710.0
122.0	6432.0
123.0	6345.0
124.0	6382.0
125.0	6417.0
126.0	6315.0
127.0	6110.0
128.0	6212.0
129.0	6142.0
130.0	6079.0
131.0	6112.0
132.0	5859.0
133.0	5955.0
134.0	6028.0
135.0	5776.0
136.0	5846.0
137.0	5802.0
138.0	5834.0
139.0	5760.0
140.0	5732.0
141.0	5417.0
142.0	5508.0
143.0	5461.0
144.0	5303.0
145.0	5254.0
146.0	5022.0
147.0	5054.0
148.0	5021.0
149.0	4900.0
150.0	4852.0
151.0	4868.0
152.0	4934.0
153.0	4816.0
154.0	4927.0
155.0	4914.0
156.0	4798.0
157.0	4848.0
158.0	4807.0
159.0	4844.0
160.0	4785.0
161.0	4667.0
162.0	4509.0
163.0	4599.0
164.0	4548.0
165.0	4435.0
166.0	4465.0
167.0	4480.0
168.0	4316.0
169.0	4413.0
170.0	4373.0
171.0	4266.0
172.0	4218.0
173.0	3964.0
174.0	4017.0
175.0	4087.0
176.0	3898.0
177.0	3989.0
178.0	3900.0
179.0	3849.0
180.0	3878.0
181.0	3944.0
182.0	3713.0
183.0	3680.0
184.0	3671.0
185.0	3610.0
186.0	3597.0
187.0	3490.0
188.0	3522.0
189.0	3484.0
190.0	3472.0
191.0	3383.0
192.0	3510.0
