#Coverage (X)	Coverage
1.0	97.88402867289086
2.0	97.56783416574793
3.0	97.02627759390893
4.0	96.0240838675657
5.0	94.27234448706926
6.0	91.49749990251158
7.0	87.511099664902
8.0	82.27735563528323
9.0	75.92459677245188
10.0	68.7215024255491
11.0	61.018752096372076
12.0	53.182400342001024
13.0	45.55462845713231
14.0	38.409048288070586
15.0	31.92517502215479
16.0	26.198545474094047
17.0	21.261202490665625
18.0	17.091216563318824
19.0	13.629837937195134
20.0	10.79621723630008
21.0	8.50754896053273
22.0	6.674394925210237
23.0	5.222759056345097
24.0	4.079495501627349
25.0	3.1847075685872994
26.0	2.489919739457548
27.0	1.951392604882244
28.0	1.5358244508280592
29.0	1.2157809118341873
30.0	0.9716580907216468
31.0	0.7852145266139132
32.0	0.6434705610031841
33.0	0.5355668855295903
34.0	0.4534383379684499
35.0	0.3912343762563779
36.0	0.34352666855299674
37.0	0.30690562630067575
38.0	0.2783842977259212
39.0	0.25610270560476067
40.0	0.23847498090609065
41.0	0.22418057563201899
42.0	0.21244263662221385
43.0	0.2025778982319224
44.0	0.19420134637016417
45.0	0.18686057028476455
46.0	0.18030040109778156
47.0	0.1744775001967156
48.0	0.16914975147471978
49.0	0.16414252079833602
50.0	0.15955033411766806
51.0	0.15527764173586434
