chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chrZ	320978	649653	0.663297	0.484232	0.284868	0.553284
chrZ	666705	1001285	-0.005125	-0.003006	-0.001914	-0.004910
chrZ	1004246	1086703	-0.010716	-0.007438	-0.004499	-0.007170
chrZ	1094667	1268328	-0.119988	-0.125750	-0.058806	-0.108922
chrZ	1285305	1625022	0.353329	0.232118	0.146782	0.305511
chrZ	1632537	2412214	0.306511	0.212049	0.134510	0.312690
chrZ	2412293	2744232	0.239304	0.198353	0.119061	0.232483
chrZ	2748135	3047681	0.401833	0.303676	0.193746	0.344061
chrZ	3055950	3443929	0.514793	0.347861	0.248288	0.445697
chrZ	3447171	3696063	-0.102991	-0.066504	-0.032890	-0.084002
chrZ	3696129	3880746	0.217599	0.122618	0.076852	0.169685
chrZ	3880759	4061460	0.404590	0.311616	0.210221	0.319055
chrZ	4065215	4237402	0.010737	0.008824	0.004867	0.009464
chrZ	4237450	4299058	0.154055	0.183626	0.103845	0.119255
chrZ	4299660	4347873	0.099082	0.102295	0.063291	0.072006
chrZ	4348480	4363119	-0.009887	-0.014403	-0.007584	-0.007455
chrZ	4363208	4387719	-0.245164	-0.337444	-0.172592	-0.180186
chrZ	4387765	4418409	-0.119891	-0.160000	-0.089301	-0.094247
chrZ	4418611	4466754	-0.011175	-0.008287	-0.006368	-0.009558
chrZ	4467265	4493675	0.194483	0.166208	0.114448	0.147475
chrZ	4493759	4522127	-0.125762	-0.207940	-0.089845	-0.097230
chrZ	4525804	4543702	-0.138343	-0.261033	-0.137081	-0.098129
chrZ	4543708	4560468	0.071925	0.065581	0.041346	0.055322
chrZ	4560596	4578613	-0.252219	-0.353635	-0.162504	-0.192281
chrZ	4578614	4609148	-0.085796	-0.082912	-0.055071	-0.062476
chrZ	4609184	4629634	-0.130376	-0.269071	-0.097980	-0.079573
chrZ	4630114	4648005	0.239788	0.226680	0.157163	0.167843
chrZ	4651291	4764531	0.140681	0.119428	0.066327	0.112464
chrZ	4764633	5024792	0.228887	0.173679	0.090952	0.177333
chrZ	5036086	5167398	0.126370	0.159227	0.083818	0.101705
chrZ	5167458	5285919	-0.214066	-0.292110	-0.152142	-0.161760
chrZ	5285937	5346275	0.000441	0.000562	0.000336	0.000377
chrZ	5346284	5439541	0.482982	0.449303	0.339892	0.377693
chrZ	5440958	5533877	0.050046	0.059682	0.025563	0.042320
chrZ	5533879	5697784	0.064740	0.078421	0.043251	0.050236
chrZ	5699487	6061068	0.012730	0.016601	0.008576	0.011543
chrZ	6070199	6540360	0.333151	0.320949	0.180793	0.314404
chrZ	6555224	6815793	0.392299	0.386266	0.214095	0.339196
chrZ	6815826	6871639	-0.014665	-0.018554	-0.009857	-0.010507
chrZ	6871755	7020067	0.371664	0.426385	0.243257	0.310390
chrZ	7023161	7154080	0.209176	0.214257	0.135927	0.173213
chrZ	7154096	7287003	-0.258298	-0.485812	-0.143962	-0.151881
chrZ	7291984	7541715	0.061633	0.060735	0.035862	0.054526
chrZ	7546299	7766179	0.197742	0.167488	0.102319	0.184901
chrZ	7772386	8122212	0.191441	0.198309	0.118674	0.168734
chrZ	8122282	8441320	0.061261	0.066907	0.037003	0.056856
chrZ	8461378	8812997	0.729173	0.434151	0.313178	0.685590
chrZ	8814332	8857260	0.108325	0.159175	0.078689	0.080417
chrZ	8857391	8915316	0.129162	0.111728	0.074331	0.110123
chrZ	8915779	8995623	0.189432	0.243382	0.142358	0.154472
chrZ	8995717	9095093	0.605000	0.571935	0.399011	0.528680
