chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chrZ	450598	709833	0.303330	0.130902	0.086806	0.263593
chrZ	740256	1018965	0.004167	0.001845	0.001127	0.017361
chrZ	1018967	1150282	-0.222255	-0.183574	-0.079404	-0.221146
chrZ	1151501	1287934	0.359220	0.229678	0.155726	0.321187
chrZ	1296107	1650241	-0.315326	-0.373338	-0.135170	-0.263108
chrZ	1656404	2332766	-0.177876	-0.146445	-0.063609	-0.146185
chrZ	2336467	2675308	-0.227533	-0.179668	-0.082277	-0.187402
chrZ	2695867	3022715	0.012300	0.009803	0.005326	0.000941
chrZ	3024990	3346098	-0.236278	-0.204282	-0.091629	-0.183758
chrZ	3359145	3561323	-0.026533	-0.018703	-0.010494	-0.023747
chrZ	3565141	3799874	-0.060554	-0.033676	-0.019026	-0.047137
chrZ	3801133	3972766	0.073909	0.047146	0.026011	0.048502
chrZ	3985204	4188507	-0.261931	-0.249011	-0.104517	-0.224122
chrZ	4189847	4284840	0.072434	0.070202	0.032621	0.048687
chrZ	4285735	4317762	-0.097048	-0.089681	-0.052648	-0.059691
chrZ	4317796	4352589	-0.096491	-0.105988	-0.059911	-0.068529
chrZ	4352590	4371772	0.020716	0.024664	0.014966	0.011375
chrZ	4371801	4397689	0.202013	0.201743	0.136076	0.111275
chrZ	4401780	4421626	0.094924	0.102345	0.062636	0.049519
chrZ	4422534	4469190	0.003492	0.003940	0.002269	0.002209
chrZ	4469835	4492482	-0.192687	-0.265706	-0.113311	-0.127407
chrZ	4492531	4511842	0.178549	0.151906	0.109818	0.088080
chrZ	4511889	4539854	-0.006378	-0.007107	-0.004978	-0.003307
chrZ	4540330	4552793	0.150327	0.135738	0.084010	0.082833
chrZ	4552825	4573011	0.052428	0.042986	0.027465	0.038928
chrZ	4573539	4600302	0.046345	0.060426	0.032287	0.026925
chrZ	4600391	4625143	0.161141	0.126437	0.097255	0.080602
chrZ	4625182	4634267	0.027261	0.057895	0.031206	0.015965
chrZ	4634312	4664611	0.013527	0.013579	0.008097	0.018068
chrZ	4665433	4791201	0.036064	0.029953	0.016702	0.022801
chrZ	4792432	5041256	0.125100	0.055424	0.035104	0.084538
chrZ	5042431	5203150	-0.095308	-0.073989	-0.046534	-0.064388
chrZ	5203222	5294059	-0.025532	-0.022776	-0.013540	-0.019461
chrZ	5295151	5351919	-0.139561	-0.154177	-0.081973	-0.080192
chrZ	5352030	5488336	-0.033739	-0.022374	-0.012947	-0.022333
chrZ	5488364	5569788	-0.092317	-0.090247	-0.045250	-0.059829
chrZ	5570090	5795768	0.161638	0.119465	0.077704	0.119541
chrZ	5799681	6257158	-0.453571	-0.321388	-0.200357	-0.344076
chrZ	6292160	6789070	-0.076060	-0.040136	-0.023768	-0.059745
chrZ	6789151	6871513	-0.108050	-0.079952	-0.048385	-0.072321
chrZ	6871543	7010188	-0.258167	-0.285643	-0.134072	-0.164975
chrZ	7010215	7149975	-0.260355	-0.414157	-0.147256	-0.169910
chrZ	7149976	7286923	0.240452	0.165066	0.120129	0.149548
chrZ	7286987	7615119	-0.182996	-0.096540	-0.054333	-0.138991
chrZ	7627033	7985411	-0.243891	-0.156096	-0.084298	-0.168596
chrZ	7990819	8286095	0.070280	0.047649	0.029065	0.046689
chrZ	8286124	8808804	-0.608209	-0.367025	-0.175689	-0.406484
chrZ	8808946	8847118	-0.025112	-0.032847	-0.016459	-0.014856
chrZ	8849204	8911271	-0.121606	-0.116450	-0.064658	-0.073310
chrZ	8912413	8983670	0.027381	0.023398	0.012965	0.016289
chrZ	8983768	9091407	-0.283282	-0.356204	-0.143727	-0.219170
chrZ	9091409	9192063	-0.153913	-0.108323	-0.057189	-0.099887
chrZ	9201613	9278094	0.326772	0.292254	0.202131	0.206854
chrZ	9278127	9351248	-0.439633	-0.431069	-0.229095	-0.307665
chrZ	9351315	9422100	-0.317840	-0.392009	-0.172352	-0.190222
chrZ	9423111	9544362	-0.201587	-0.158420	-0.096996	-0.111351
chrZ	9544384	9640724	-0.260340	-0.124846	-0.083129	-0.182801
chrZ	9645527	9970292	0.154605	0.086305	0.055132	0.137427
chrZ	9977305	10427120	-0.089064	-0.038783	-0.029281	-0.075598
chrZ	10450103	10959438	-0.280672	-0.081492	-0.057094	-0.264660
chrZ	10959464	11387629	-0.045957	-0.018625	-0.012297	-0.043158
chrZ	11393108	11942882	0.106265	0.033953	0.024177	0.091782
chrZ	11956319	12323340	0.105858	0.036904	0.027415	0.098517
chrZ	12323346	12639443	-0.443754	-0.287739	-0.171330	-0.416181
chrZ	12643263	13091808	0.033818	0.016393	0.011609	0.045144
chrZ	13108177	14127498	-0.193960	-0.057896	-0.041412	-0.192795
