#Coverage (X)	Coverage
1.0	93.54578687508533
2.0	88.38015446865339
3.0	82.9453654221093
4.0	77.84300978298575
5.0	73.07135296249064
6.0	68.66051971572551
7.0	64.54808249584141
8.0	60.68483607102391
9.0	57.034138886482985
10.0	53.564012463080715
11.0	50.25578752737624
12.0	47.08410312181112
13.0	44.035572738546115
14.0	41.09408528743476
15.0	38.25091903337315
16.0	35.498983986804404
17.0	32.83413230655181
18.0	30.254398261084333
19.0	27.761206466938035
20.0	25.358067255965935
21.0	23.0501596171288
22.0	20.846698967048567
23.0	18.7570840921926
24.0	16.7911439896327
25.0	14.953346909863598
26.0	13.252097318275162
27.0	11.687008958719204
28.0	10.260890588832297
29.0	8.971097983199172
30.0	7.815122173939756
31.0	6.788342257920803
32.0	5.884716703618622
33.0	5.094704933260132
34.0	4.407788255139849
35.0	3.815060461204368
36.0	3.30504010441922
37.0	2.8690522043241202
38.0	2.497506543460858
39.0	2.1822599224062174
40.0	1.914531971829959
41.0	1.6881163734245916
42.0	1.4964751139609973
43.0	1.3342755335899454
44.0	1.1967596897055586
45.0	1.079766673590072
46.0	0.9802926478870972
47.0	0.8949209597391246
48.0	0.821300470008552
49.0	0.7576801281957586
50.0	0.7024860592926387
51.0	0.6542866887218111
