#Insert size (bp)	insert size
1.0	66.0
2.0	69.0
3.0	54.0
4.0	63.0
5.0	65.0
6.0	61.0
7.0	62.0
8.0	56.0
9.0	80.0
10.0	59.0
11.0	72.0
12.0	65.0
13.0	60.0
14.0	73.0
15.0	70.0
16.0	76.0
17.0	85.0
18.0	102.0
19.0	106.0
20.0	107.0
21.0	89.0
22.0	71.0
23.0	66.0
24.0	84.0
25.0	115.0
26.0	108.0
27.0	96.0
28.0	95.0
29.0	91.0
30.0	115.0
31.0	52.0
32.0	59.0
33.0	45.0
34.0	56.0
35.0	48.0
36.0	42.0
37.0	67.0
38.0	56.0
39.0	82.0
40.0	3121.0
41.0	3186.0
42.0	3134.0
43.0	3016.0
44.0	3175.0
45.0	3194.0
46.0	3424.0
47.0	3420.0
48.0	3484.0
49.0	3586.0
50.0	3549.0
51.0	3470.0
52.0	3482.0
53.0	3590.0
54.0	3466.0
55.0	3628.0
56.0	3940.0
57.0	3949.0
58.0	3852.0
59.0	4258.0
60.0	3988.0
61.0	4116.0
62.0	3968.0
63.0	3991.0
64.0	3826.0
65.0	3906.0
66.0	4227.0
67.0	4123.0
68.0	3922.0
69.0	4252.0
70.0	3996.0
71.0	4200.0
72.0	3860.0
73.0	4094.0
74.0	4037.0
75.0	4361.0
76.0	4005.0
77.0	3888.0
78.0	4244.0
79.0	4335.0
80.0	4135.0
81.0	4231.0
82.0	4207.0
83.0	3944.0
84.0	3973.0
85.0	3732.0
86.0	4077.0
87.0	3979.0
88.0	4102.0
89.0	3935.0
90.0	3874.0
91.0	3758.0
92.0	3532.0
93.0	3921.0
94.0	3783.0
95.0	3762.0
96.0	3493.0
97.0	3620.0
98.0	3467.0
99.0	3995.0
100.0	3958.0
101.0	3768.0
102.0	3522.0
103.0	3410.0
104.0	3270.0
105.0	3346.0
106.0	3641.0
107.0	3597.0
108.0	3448.0
109.0	3366.0
110.0	3455.0
111.0	3317.0
112.0	3271.0
113.0	3459.0
114.0	3453.0
115.0	3423.0
116.0	3209.0
117.0	3303.0
118.0	3221.0
119.0	3603.0
120.0	3553.0
121.0	3416.0
122.0	3145.0
123.0	3372.0
124.0	3154.0
125.0	2841.0
126.0	3118.0
127.0	3335.0
128.0	3092.0
129.0	3060.0
130.0	3012.0
131.0	3177.0
132.0	2821.0
133.0	2913.0
134.0	3101.0
135.0	3210.0
136.0	3013.0
137.0	2794.0
138.0	3045.0
139.0	2619.0
140.0	2862.0
141.0	2828.0
142.0	2786.0
143.0	2824.0
144.0	2836.0
145.0	2705.0
146.0	2857.0
147.0	2731.0
148.0	2464.0
149.0	2712.0
150.0	2665.0
151.0	2846.0
152.0	2877.0
153.0	2875.0
154.0	2863.0
155.0	2821.0
156.0	2600.0
157.0	2793.0
158.0	2690.0
159.0	2600.0
160.0	2698.0
161.0	2738.0
162.0	2599.0
163.0	2541.0
164.0	2429.0
165.0	2631.0
166.0	2699.0
167.0	2678.0
168.0	2813.0
169.0	2783.0
170.0	2608.0
171.0	2770.0
172.0	2734.0
173.0	2755.0
174.0	2755.0
175.0	2711.0
176.0	2824.0
177.0	2818.0
178.0	2820.0
179.0	2772.0
180.0	2942.0
181.0	3015.0
182.0	3097.0
183.0	3086.0
184.0	3040.0
185.0	3252.0
186.0	3316.0
187.0	3378.0
188.0	3337.0
189.0	3502.0
190.0	3697.0
191.0	3762.0
192.0	3958.0
193.0	4086.0
194.0	4094.0
195.0	4388.0
196.0	4289.0
197.0	4676.0
198.0	4603.0
199.0	4874.0
200.0	5116.0
201.0	5265.0
202.0	5310.0
203.0	5399.0
204.0	5533.0
205.0	5824.0
206.0	6015.0
207.0	6124.0
208.0	6445.0
209.0	6503.0
210.0	6908.0
211.0	7186.0
212.0	7236.0
213.0	7283.0
214.0	7808.0
215.0	8036.0
216.0	8358.0
217.0	8610.0
218.0	8838.0
219.0	9220.0
220.0	9733.0
221.0	10103.0
222.0	10316.0
223.0	10900.0
224.0	11253.0
225.0	11489.0
226.0	12162.0
227.0	12446.0
228.0	12948.0
229.0	13327.0
230.0	13454.0
231.0	14158.0
232.0	14650.0
233.0	15270.0
234.0	15465.0
235.0	16201.0
236.0	16640.0
237.0	16840.0
238.0	17679.0
239.0	18170.0
240.0	18858.0
241.0	19613.0
242.0	19977.0
243.0	20467.0
244.0	21429.0
245.0	21609.0
246.0	22585.0
247.0	23283.0
248.0	24007.0
249.0	24558.0
250.0	25565.0
251.0	26440.0
252.0	27401.0
253.0	28241.0
254.0	29380.0
255.0	29659.0
256.0	30847.0
257.0	31469.0
258.0	32264.0
259.0	33202.0
260.0	34512.0
261.0	35191.0
262.0	36580.0
263.0	37347.0
264.0	38843.0
265.0	39605.0
266.0	41617.0
267.0	41857.0
268.0	43063.0
269.0	43961.0
270.0	45664.0
271.0	46597.0
272.0	48018.0
273.0	49488.0
274.0	50522.0
275.0	51715.0
276.0	53235.0
277.0	54827.0
278.0	56000.0
279.0	57265.0
280.0	59045.0
281.0	60635.0
282.0	61832.0
283.0	63569.0
284.0	65339.0
285.0	65884.0
286.0	68190.0
287.0	69914.0
288.0	71581.0
289.0	73502.0
290.0	75100.0
291.0	77015.0
292.0	78548.0
293.0	80401.0
294.0	81722.0
295.0	83814.0
296.0	85245.0
297.0	87333.0
298.0	89253.0
299.0	90975.0
300.0	92977.0
301.0	94986.0
302.0	96972.0
303.0	99136.0
304.0	101733.0
305.0	103123.0
306.0	105059.0
307.0	107737.0
308.0	108978.0
309.0	111274.0
310.0	112918.0
311.0	114932.0
312.0	117367.0
313.0	119762.0
314.0	121873.0
315.0	124163.0
316.0	126049.0
317.0	127826.0
318.0	129865.0
319.0	131616.0
320.0	133994.0
321.0	137321.0
322.0	138465.0
323.0	140211.0
324.0	141777.0
325.0	145629.0
326.0	147240.0
327.0	149177.0
328.0	151479.0
329.0	152972.0
330.0	155517.0
331.0	158253.0
332.0	159686.0
333.0	162059.0
334.0	163483.0
335.0	166073.0
336.0	168076.0
337.0	170654.0
338.0	172626.0
339.0	173515.0
340.0	176399.0
341.0	178788.0
342.0	180696.0
343.0	183124.0
344.0	184582.0
345.0	186347.0
346.0	187971.0
347.0	190063.0
348.0	192619.0
349.0	194012.0
350.0	196799.0
351.0	197033.0
352.0	200525.0
353.0	200246.0
354.0	202423.0
355.0	205208.0
356.0	207143.0
357.0	207646.0
358.0	208283.0
359.0	210775.0
360.0	212602.0
361.0	214425.0
362.0	215284.0
363.0	217081.0
364.0	217903.0
365.0	219882.0
366.0	220841.0
367.0	222117.0
368.0	224276.0
369.0	224672.0
370.0	226419.0
371.0	227428.0
372.0	228261.0
373.0	227329.0
374.0	229629.0
375.0	230607.0
376.0	231706.0
377.0	232742.0
378.0	234674.0
379.0	234629.0
380.0	235270.0
381.0	235705.0
382.0	236756.0
383.0	237265.0
384.0	238833.0
385.0	237891.0
386.0	237442.0
387.0	237841.0
388.0	240041.0
389.0	239601.0
390.0	240032.0
391.0	240745.0
392.0	241367.0
393.0	240139.0
394.0	241507.0
395.0	240994.0
396.0	241520.0
397.0	240465.0
398.0	240589.0
399.0	240499.0
400.0	241377.0
401.0	240890.0
402.0	238835.0
403.0	239157.0
404.0	239019.0
405.0	240484.0
406.0	238467.0
407.0	238245.0
408.0	238010.0
409.0	236566.0
410.0	237300.0
411.0	237148.0
412.0	235450.0
413.0	236129.0
414.0	234478.0
415.0	234132.0
416.0	233443.0
417.0	232196.0
418.0	232602.0
419.0	231036.0
420.0	230957.0
421.0	230293.0
422.0	227796.0
423.0	227905.0
424.0	227147.0
425.0	227186.0
426.0	226424.0
427.0	225087.0
428.0	223232.0
429.0	223525.0
430.0	222413.0
431.0	220463.0
432.0	219437.0
433.0	217708.0
434.0	217648.0
435.0	216737.0
436.0	215387.0
437.0	213932.0
438.0	214026.0
439.0	211657.0
440.0	211656.0
441.0	209764.0
442.0	208529.0
443.0	207306.0
444.0	206791.0
445.0	205669.0
446.0	203604.0
447.0	203332.0
448.0	201526.0
449.0	201372.0
450.0	199939.0
451.0	198776.0
452.0	197023.0
453.0	196184.0
454.0	194748.0
455.0	193645.0
456.0	191895.0
457.0	190234.0
458.0	189782.0
459.0	189421.0
460.0	186142.0
461.0	185755.0
462.0	184311.0
463.0	183311.0
464.0	182121.0
465.0	181262.0
466.0	178972.0
467.0	177573.0
468.0	177110.0
469.0	176062.0
470.0	174293.0
471.0	172613.0
472.0	171192.0
473.0	171553.0
474.0	170344.0
475.0	168723.0
476.0	167375.0
477.0	165629.0
478.0	164124.0
479.0	163372.0
480.0	162516.0
481.0	160293.0
482.0	159436.0
483.0	157842.0
484.0	156911.0
485.0	155232.0
486.0	154026.0
487.0	152945.0
488.0	152379.0
489.0	152230.0
490.0	149323.0
491.0	148978.0
492.0	148439.0
493.0	146605.0
494.0	145715.0
495.0	144877.0
496.0	143606.0
497.0	142961.0
498.0	141271.0
499.0	141438.0
500.0	141041.0
501.0	125948.0
502.0	124713.0
503.0	122608.0
504.0	122823.0
505.0	121353.0
506.0	119858.0
507.0	118741.0
508.0	117417.0
509.0	116260.0
510.0	116125.0
511.0	114489.0
512.0	112909.0
513.0	112621.0
514.0	112566.0
515.0	114005.0
516.0	108966.0
517.0	107775.0
518.0	106125.0
519.0	105712.0
520.0	104493.0
521.0	103683.0
522.0	103455.0
523.0	103278.0
524.0	104063.0
525.0	111144.0
526.0	147350.0
527.0	240388.0
528.0	418667.0
529.0	49948.0
530.0	49927.0
531.0	49695.0
532.0	50186.0
533.0	50776.0
534.0	50124.0
535.0	50817.0
536.0	51654.0
537.0	51375.0
538.0	53441.0
539.0	53744.0
540.0	55967.0
541.0	57669.0
542.0	59592.0
543.0	61864.0
544.0	63656.0
545.0	65895.0
546.0	67401.0
547.0	69824.0
548.0	70924.0
549.0	71865.0
550.0	71597.0
551.0	71512.0
552.0	71663.0
553.0	70014.0
554.0	69803.0
555.0	68924.0
556.0	68255.0
557.0	67901.0
558.0	66125.0
559.0	65641.0
560.0	65435.0
561.0	63887.0
562.0	62795.0
563.0	62579.0
564.0	61480.0
565.0	60688.0
566.0	60451.0
567.0	59782.0
568.0	58579.0
569.0	58210.0
570.0	56760.0
571.0	56359.0
572.0	55728.0
573.0	55417.0
574.0	54744.0
575.0	53577.0
576.0	52852.0
577.0	52070.0
578.0	51462.0
579.0	51128.0
580.0	49883.0
581.0	49793.0
582.0	49011.0
583.0	48173.0
584.0	47797.0
585.0	46736.0
586.0	46092.0
587.0	45521.0
588.0	45061.0
589.0	44164.0
590.0	43650.0
591.0	43103.0
592.0	42489.0
593.0	41782.0
594.0	41408.0
595.0	40874.0
596.0	40337.0
597.0	39551.0
598.0	39108.0
599.0	38655.0
600.0	38137.0
601.0	37329.0
602.0	37186.0
603.0	36398.0
604.0	35782.0
605.0	35509.0
606.0	34612.0
607.0	34317.0
608.0	33998.0
609.0	33231.0
610.0	33045.0
611.0	32218.0
612.0	31577.0
613.0	31127.0
614.0	31021.0
615.0	30271.0
616.0	29609.0
617.0	29431.0
618.0	29081.0
619.0	28829.0
620.0	28206.0
621.0	27684.0
622.0	27054.0
623.0	26690.0
624.0	26578.0
625.0	25802.0
626.0	25697.0
627.0	25624.0
628.0	24518.0
629.0	24396.0
630.0	24405.0
631.0	23334.0
632.0	22978.0
