#Coverage	Number of genomic locations
0.0	2.5056085E7
1.0	3669826.0
2.0	5437685.0
3.0	8343791.0
4.0	1.2551819E7
5.0	1.8078079E7
6.0	2.5115203E7
7.0	3.3674667E7
8.0	4.3643407E7
9.0	5.4492156E7
10.0	6.5248274E7
11.0	7.4756065E7
12.0	8.2091771E7
13.0	8.6499448E7
14.0	8.7400257E7
15.0	8.4970975E7
16.0	7.963696E7
17.0	7.2121278E7
18.0	6.3228623E7
19.0	5.3824926E7
20.0	4.4534506E7
21.0	3.5961236E7
22.0	2.8293046E7
23.0	2.1802256E7
24.0	1.6427635E7
25.0	1.2171506E7
26.0	8868840.0
27.0	6376919.0
28.0	4524545.0
29.0	3177267.0
30.0	2214180.0
31.0	1538350.0
32.0	1071014.0
33.0	748565.0
34.0	536602.0
35.0	386987.0
36.0	288554.0
37.0	224356.0
38.0	182341.0
39.0	148450.0
40.0	124900.0
41.0	107381.0
42.0	95512.0
43.0	86256.0
44.0	78322.0
45.0	72154.0
46.0	66012.0
47.0	61408.0
48.0	56878.0
49.0	53605.0
50.0	49543.0
51.0	47343.0
52.0	44041.0
53.0	41151.0
54.0	39421.0
55.0	36550.0
56.0	34548.0
57.0	33088.0
58.0	32058.0
59.0	30245.0
60.0	29623.0
61.0	28263.0
62.0	27073.0
63.0	25926.0
64.0	25187.0
65.0	24080.0
66.0	23683.0
67.0	22691.0
68.0	21637.0
69.0	21065.0
70.0	20481.0
71.0	19543.0
72.0	18956.0
73.0	18353.0
74.0	18083.0
75.0	17069.0
76.0	16329.0
77.0	16287.0
78.0	15738.0
79.0	15326.0
80.0	14864.0
81.0	14381.0
82.0	13889.0
83.0	13603.0
84.0	13206.0
85.0	12941.0
86.0	12899.0
87.0	12590.0
88.0	12421.0
89.0	11749.0
90.0	11438.0
91.0	11057.0
92.0	11262.0
93.0	10590.0
94.0	10391.0
95.0	10161.0
96.0	10109.0
97.0	10259.0
98.0	9817.0
99.0	9477.0
100.0	9386.0
101.0	8874.0
102.0	9172.0
103.0	8667.0
104.0	8784.0
105.0	8411.0
106.0	8221.0
107.0	7906.0
108.0	7830.0
109.0	7959.0
110.0	7555.0
111.0	7484.0
112.0	7350.0
113.0	7227.0
114.0	6995.0
115.0	6972.0
116.0	6786.0
117.0	6805.0
118.0	6546.0
119.0	6680.0
120.0	6780.0
121.0	6519.0
122.0	6423.0
123.0	6208.0
124.0	6163.0
125.0	5904.0
126.0	5615.0
127.0	5547.0
128.0	5535.0
129.0	5659.0
130.0	5454.0
131.0	5528.0
132.0	5490.0
133.0	5363.0
134.0	5257.0
135.0	5182.0
136.0	5070.0
137.0	5141.0
138.0	5065.0
139.0	4903.0
140.0	4913.0
141.0	4879.0
142.0	4850.0
143.0	4725.0
144.0	4502.0
145.0	4802.0
146.0	4652.0
147.0	4675.0
148.0	4833.0
149.0	4661.0
