#Insert size (bp)	insert size
1.0	594.0
2.0	507.0
3.0	545.0
4.0	550.0
5.0	554.0
6.0	552.0
7.0	539.0
8.0	543.0
9.0	582.0
10.0	524.0
11.0	517.0
12.0	485.0
13.0	571.0
14.0	521.0
15.0	474.0
16.0	489.0
17.0	494.0
18.0	434.0
19.0	439.0
20.0	443.0
21.0	424.0
22.0	453.0
23.0	490.0
24.0	469.0
25.0	465.0
26.0	436.0
27.0	485.0
28.0	425.0
29.0	430.0
30.0	475.0
31.0	311.0
32.0	279.0
33.0	248.0
34.0	241.0
35.0	240.0
36.0	264.0
37.0	264.0
38.0	274.0
39.0	301.0
40.0	4376.0
41.0	4458.0
42.0	4654.0
43.0	4702.0
44.0	4830.0
45.0	4895.0
46.0	4967.0
47.0	5252.0
48.0	5402.0
49.0	5449.0
50.0	5427.0
51.0	5572.0
52.0	5584.0
53.0	5958.0
54.0	5845.0
55.0	5923.0
56.0	6212.0
57.0	6358.0
58.0	6210.0
59.0	6415.0
60.0	6320.0
61.0	6246.0
62.0	5905.0
63.0	5902.0
64.0	5909.0
65.0	5843.0
66.0	5839.0
67.0	6148.0
68.0	6206.0
69.0	6285.0
70.0	6386.0
71.0	6264.0
72.0	6219.0
73.0	6285.0
74.0	6287.0
75.0	6188.0
76.0	6217.0
77.0	6165.0
78.0	6248.0
79.0	6100.0
80.0	6040.0
81.0	5932.0
82.0	6061.0
83.0	6182.0
84.0	6015.0
85.0	5847.0
86.0	5962.0
87.0	6003.0
88.0	6052.0
89.0	6154.0
90.0	6018.0
91.0	5965.0
92.0	6211.0
93.0	6118.0
94.0	6245.0
95.0	6150.0
96.0	6316.0
97.0	6273.0
98.0	6214.0
99.0	6145.0
100.0	6212.0
101.0	6383.0
102.0	6269.0
103.0	5976.0
104.0	6086.0
105.0	5903.0
106.0	5813.0
107.0	5864.0
108.0	5565.0
109.0	5780.0
110.0	5600.0
111.0	5766.0
112.0	5739.0
113.0	5600.0
114.0	5853.0
115.0	5726.0
116.0	5888.0
117.0	5632.0
118.0	5723.0
119.0	5879.0
120.0	5842.0
121.0	5671.0
122.0	5875.0
123.0	5896.0
124.0	5944.0
125.0	5741.0
126.0	5859.0
127.0	5817.0
128.0	6065.0
129.0	5963.0
130.0	5994.0
131.0	5969.0
132.0	5975.0
133.0	5890.0
134.0	5994.0
135.0	6213.0
136.0	6240.0
137.0	6169.0
138.0	6270.0
139.0	6027.0
140.0	6227.0
141.0	6331.0
142.0	6475.0
143.0	6483.0
144.0	6577.0
145.0	6407.0
146.0	6488.0
147.0	6581.0
148.0	6663.0
149.0	6757.0
150.0	6812.0
151.0	7470.0
152.0	7802.0
153.0	7841.0
154.0	7578.0
155.0	7796.0
156.0	7971.0
157.0	7694.0
158.0	7955.0
159.0	7813.0
160.0	7865.0
161.0	7905.0
162.0	7867.0
163.0	8108.0
164.0	7887.0
165.0	7919.0
166.0	7924.0
167.0	8054.0
168.0	8066.0
169.0	8451.0
170.0	8134.0
171.0	8262.0
172.0	8359.0
173.0	8675.0
174.0	8597.0
175.0	8874.0
176.0	9199.0
177.0	9136.0
178.0	9220.0
179.0	9593.0
180.0	9231.0
181.0	9333.0
182.0	9306.0
183.0	9303.0
184.0	9503.0
185.0	9500.0
186.0	9399.0
187.0	9319.0
188.0	9273.0
189.0	9342.0
190.0	9503.0
191.0	9471.0
192.0	9242.0
193.0	9289.0
194.0	9283.0
195.0	9178.0
196.0	9179.0
197.0	9080.0
198.0	9201.0
199.0	8946.0
200.0	8773.0
201.0	8754.0
