#Coverage (X)	Coverage
1.0	97.03411190124103
2.0	95.01096318026471
3.0	92.01931821041038
4.0	88.0722135534428
5.0	83.20220947481015
6.0	77.46334274057352
7.0	70.96706243183323
8.0	63.91337317404774
9.0	56.55146123976511
10.0	49.15156821567009
11.0	41.98954735626866
12.0	35.294871496027426
13.0	29.23347778380098
14.0	23.906268405713575
15.0	19.34463826216067
16.0	15.525550662479276
17.0	12.384895257880572
18.0	9.850103247973834
19.0	7.830335365333852
20.0	6.23127220076411
21.0	4.974826532319327
22.0	3.9900010961853525
23.0	3.216102383670517
24.0	2.6074837452199375
25.0	2.1273683584505108
26.0	1.747406628305157
27.0	1.4438411464074363
28.0	1.2008314792632575
29.0	1.0058775084059306
30.0	0.8491503265814799
31.0	0.7234392588542278
32.0	0.6216782345172476
33.0	0.5394423641715917
34.0	0.4727977302981543
35.0	0.4184323415296518
36.0	0.3744549963661825
37.0	0.33856388554805505
38.0	0.3094299298544456
39.0	0.28518692426864334
40.0	0.2652299197724233
41.0	0.2485313305634378
42.0	0.2346105075416176
43.0	0.22279425190527036
44.0	0.21273525756878087
45.0	0.2039800900332267
46.0	0.19632493838273035
47.0	0.1895326346197237
48.0	0.1834463748667048
49.0	0.1780339111009681
50.0	0.1731309319688279
51.0	0.16869972946491885
