#Position (bp)	mapping quality
1473116.5	16.969519262763622
4419348.5	21.245302895507354
7365580.5	22.756093853388784
1.03118125E7	22.123604817492808
1.32580445E7	22.323923886072407
1.62042765E7	22.857629490064834
1.91505085E7	19.8777148440881
2.20967405E7	22.318778528089815
2.50429725E7	21.547466451047622
2.79892045E7	23.98887750901639
3.09354365E7	22.173710083831175
3.38816685E7	22.922613867465735
3.68279005E7	22.84543639483642
3.97741325E7	23.162713070768415
4.27203645E7	22.33166421849396
4.56665965E7	21.882273116492417
4.86128285E7	22.959260724215238
5.15590605E7	23.175903787865067
5.45052925E7	22.79776686744219
5.74515245E7	24.384885312613047
6.03977565E7	23.661626548434572
6.33439885E7	22.7105140101895
6.62902205E7	22.057839881647887
6.92364525E7	23.41916600491805
7.21826845E7	22.918590142401264
7.51289165E7	10.525503494789591
7.80751485E7	21.477709057096547
8.10213805E7	23.984444508075356
8.39676125E7	20.623334185691995
8.69138445E7	23.04988580184375
8.98600765E7	25.283945970265506
9.28063085E7	23.02817854114556
9.57525405E7	22.236033949052572
9.86987725E7	21.69690448527246
1.016450045E8	22.844097747549768
1.045912365E8	21.132327211711534
1.075374685E8	22.514986074232265
1.104837005E8	18.086827360627634
1.134299325E8	22.18583110956835
1.163761645E8	24.337957638422832
1.193223965E8	21.69960838976264
1.222686285E8	23.328642690561697
1.252148605E8	21.65897386936631
1.281610925E8	20.893172735775632
1.311073245E8	22.601917150210433
1.340535565E8	21.851531872217674
1.369997885E8	20.92357858459868
1.399460205E8	19.64188201911149
1.428922525E8	22.461027060851784
1.458384845E8	23.73935796663028
1.487847165E8	22.720155492280362
1.517309485E8	22.94496397067035
1.546771805E8	21.44894711815798
1.576234125E8	22.608162873139968
1.605696445E8	20.33146049200571
1.635158765E8	15.004126210978026
1.664621085E8	16.732337491434475
1.694083405E8	20.95458031443725
1.723545725E8	20.894300892068962
1.753008045E8	18.4483567196945
1.782470365E8	18.546729079423336
1.811932685E8	20.447259506580185
1.841395005E8	21.93738244282916
1.870857325E8	22.68612257217027
1.900319645E8	22.121812300137844
1.929781965E8	22.035949778162415
1.959244285E8	21.19081150807734
1.988706605E8	21.063802938463848
2.018168925E8	21.5871101253646
2.047631245E8	18.746202927295176
2.077093565E8	17.826534790015995
2.106555885E8	19.764273462077075
2.136018205E8	16.24510246911969
2.154737165E8	15.028526660906474
2.169468325E8	18.668690325581846
2.194942845E8	20.897848322201405
2.224405165E8	22.9771429105671
2.253867485E8	22.821245283613745
2.283329805E8	23.513941952230077
2.312792125E8	23.858712254506766
2.342254445E8	23.416212168188707
2.371716765E8	22.956657237748704
2.401179085E8	23.68561826917629
2.430641405E8	23.564860899837694
2.460103725E8	22.286513569749047
2.489566045E8	24.34573171553794
2.519028365E8	24.373870165615976
2.548490685E8	24.567791943647887
2.577953005E8	23.763375485912952
2.607415325E8	22.528085465017654
2.636877645E8	23.1255970961959
2.666339965E8	22.36936685436867
2.695802285E8	21.822905690462196
2.725264605E8	24.09517014436738
2.754726925E8	21.651136494912144
2.784189245E8	15.953548972195117
2.813651565E8	19.657806223940494
2.843113885E8	23.540872023185678
2.872576205E8	23.70212630860398
2.902038525E8	23.79594388132443
2.931500845E8	21.28761456733824
2.960963165E8	19.065177444947498
2.990425485E8	20.3370480639441
3.019887805E8	21.301878165250066
3.049350125E8	22.165996358941566
3.078812445E8	20.019308435561275
3.108274765E8	22.058536760101322
3.137737085E8	23.176952864315073
3.167199405E8	22.428561841448058
3.196661725E8	19.628789562472164
3.226124045E8	21.805452001472613
3.255586365E8	23.2862072011613
3.285048685E8	22.40645696512451
3.314511005E8	23.48107732505305
3.343973325E8	23.75507405871734
3.373435645E8	21.476706925514495
3.402897965E8	22.634484816662166
3.432360285E8	23.415786435446513
3.461822605E8	23.993545349092525
3.491284925E8	22.217066432871217
