#Coverage (X)	Coverage
1.0	97.50957580922139
2.0	96.61884834219846
3.0	95.59339868488674
4.0	94.30349483544643
5.0	92.63271331890147
6.0	90.46950332570955
7.0	87.70147789341001
8.0	84.22154682608063
9.0	79.94468574366097
10.0	74.83797844366211
11.0	68.95404647133931
12.0	62.430387426932
13.0	55.470586811541104
14.0	48.31948070460807
15.0	41.25017087082726
16.0	34.50917129585157
17.0	28.30076099385296
18.0	22.7639495813944
19.0	17.97921605560775
20.0	13.956420130771676
21.0	10.665870826263884
22.0	8.040495932936594
23.0	5.993361173237375
24.0	4.429978721766545
25.0	3.262391638603873
26.0	2.402883036255176
27.0	1.7810029159216612
28.0	1.3371602357020578
29.0	1.0233075139766186
30.0	0.8040594618327788
31.0	0.6512334662427861
32.0	0.5451011889622777
33.0	0.4706281694599568
34.0	0.4180975878670097
35.0	0.37999017741789487
36.0	0.3519844853192069
37.0	0.330664028421765
38.0	0.3138187800603873
39.0	0.2999706655765664
40.0	0.28827606488562196
41.0	0.2781617032649706
42.0	0.269042426409257
43.0	0.26089829359025885
44.0	0.25336095288808735
45.0	0.24637185493052982
46.0	0.23995662567470788
47.0	0.23384356209194834
48.0	0.22805158666049863
49.0	0.22270993227002123
50.0	0.21763981119990206
51.0	0.21279336570242435
