#GC Content (%)	Sample
1.0	4.293613614705284E-7
2.0	5.367017018381604E-8
3.0	5.367017018381604E-8
4.0	5.367017018381604E-8
5.0	2.683508509190802E-7
6.0	5.367017018381604E-7
7.0	5.367017018381604E-7
8.0	3.756911912867123E-7
9.0	1.234413914227769E-6
10.0	1.2344139142277691E-6
11.0	1.8784559564335616E-6
12.0	3.703241742683307E-6
13.0	4.776645146359628E-6
14.0	6.011059060587395E-6
15.0	9.928981484005969E-6
16.0	1.3524882886321641E-5
17.0	2.1199717222607332E-5
18.0	3.510029130021569E-5
19.0	5.801745396870515E-5
20.0	1.0240268471072101E-4
21.0	1.7947304909468083E-4
22.0	3.006066231995536E-4
23.0	5.403512734106599E-4
24.0	9.491569597007868E-4
25.0	0.0018285426981626124
26.0	0.002442744125746203
27.0	0.004203501398966656
28.0	0.006358144051166135
29.0	0.009244472133481577
30.0	0.012820891264020525
31.0	0.017024983034859206
32.0	0.02172219632934678
33.0	0.026649815664433484
34.0	0.031356099217682135
35.0	0.03570805230737722
36.0	0.03940233113163983
37.0	0.04225216349823028
38.0	0.044050597230919766
39.0	0.04495429555647487
40.0	0.04489295055195476
41.0	0.04385180292055892
42.0	0.04248997602231477
43.0	0.04069599691375054
44.0	0.038477486759032314
45.0	0.03614342472790833
46.0	0.033864750312414066
47.0	0.03161500411864886
48.0	0.029641337280309203
49.0	0.0283211584341277
50.0	0.027639976634154708
51.0	0.029006150816183747
52.0	0.02369645353955846
53.0	0.029147679054958475
54.0	0.03007000092956735
55.0	0.023819036208258294
56.0	0.018617699005234134
57.0	0.014222004726839228
58.0	0.012073909835402175
59.0	0.010579141925612713
60.0	0.00912918860792674
61.0	0.00811584212468611
62.0	0.007181659142466607
63.0	0.006456360462602518
64.0	0.0058232134649440406
65.0	0.005289624632976541
66.0	0.004639195840518875
67.0	0.0039123943958896375
68.0	0.0032860635098445044
69.0	0.002805447135848432
70.0	0.0024073754835950683
71.0	0.0019780677922947238
72.0	0.0015322296885777642
73.0	0.0012333405108240925
74.0	0.0010233828050650042
75.0	8.453588505652864E-4
76.0	6.812891403133608E-4
77.0	5.640734886319066E-4
78.0	4.8061637399607267E-4
79.0	4.089130266304944E-4
80.0	3.216990000817933E-4
81.0	2.6786781938742583E-4
82.0	2.0426866771960385E-4
83.0	1.4335302456097265E-4
84.0	8.490620923079697E-5
85.0	3.864252253234755E-5
86.0	1.427626526889507E-5
87.0	5.42068718856542E-6
88.0	2.1468068073526416E-6
89.0	1.0197332334925047E-6
90.0	3.2202102110289626E-7
91.0	1.0734034036763208E-7
92.0	0.0
93.0	2.1468068073526416E-7
94.0	1.0734034036763208E-7
95.0	1.0734034036763208E-7
96.0	5.367017018381604E-8
97.0	5.367017018381604E-8
98.0	5.367017018381604E-8
99.0	2.683508509190802E-7
100.0	5.796378379852133E-6
