#Coverage (X)	Coverage
1.0	97.90460120512175
2.0	97.65841869085635
3.0	97.30905427707441
4.0	96.74384966713697
5.0	95.81280147726247
6.0	94.35428355616907
7.0	92.20943275974642
8.0	89.24955439567077
9.0	85.4057158413901
10.0	80.67870239597545
11.0	75.15391927909228
12.0	68.98174089740758
13.0	62.34964010707603
14.0	55.478703891669454
15.0	48.607411412393176
16.0	41.93425786543201
17.0	35.63443754433352
18.0	29.84371453930538
19.0	24.647523673356645
20.0	20.08754688080826
21.0	16.17051145750449
22.0	12.867847446899859
23.0	10.134630367460815
24.0	7.90720159865289
25.0	6.122597473361779
26.0	4.71270206300693
27.0	3.6128569730382623
28.0	2.7663849385845367
29.0	2.1232902632638115
30.0	1.6396248640072884
31.0	1.2771661320813195
32.0	1.0082449227699897
33.0	0.8089169939146217
34.0	0.6625214643116095
35.0	0.5546302444235067
36.0	0.47542875945086394
37.0	0.416681478647007
38.0	0.37244435774522344
39.0	0.3386820429857096
40.0	0.31258392297300475
41.0	0.2918591937249886
42.0	0.27510276282451684
43.0	0.2612396108697226
44.0	0.24957162788795983
45.0	0.23933885254031395
46.0	0.23023168674652084
47.0	0.2222089246998138
48.0	0.2149350334022131
49.0	0.20830354319150501
50.0	0.20228493603634945
51.0	0.19668162881359308
