#Insert size (bp)	insert size
1.0	2028.0
2.0	1843.0
3.0	1879.0
4.0	1866.0
5.0	1868.0
6.0	1968.0
7.0	2110.0
8.0	2039.0
9.0	1968.0
10.0	1914.0
11.0	1870.0
12.0	1739.0
13.0	1822.0
14.0	1870.0
15.0	1813.0
16.0	1821.0
17.0	1699.0
18.0	1641.0
19.0	1517.0
20.0	1521.0
21.0	1534.0
22.0	1504.0
23.0	1568.0
24.0	1425.0
25.0	1410.0
26.0	1390.0
27.0	1434.0
28.0	1321.0
29.0	1448.0
30.0	1463.0
31.0	1031.0
32.0	959.0
33.0	967.0
34.0	829.0
35.0	806.0
36.0	787.0
37.0	827.0
38.0	844.0
39.0	904.0
40.0	13274.0
41.0	14187.0
42.0	13813.0
43.0	13856.0
44.0	14170.0
45.0	14455.0
46.0	14451.0
47.0	15050.0
48.0	15447.0
49.0	15769.0
50.0	15836.0
51.0	15511.0
52.0	15576.0
53.0	15346.0
54.0	15912.0
55.0	15928.0
56.0	16084.0
57.0	16248.0
58.0	16108.0
59.0	16509.0
60.0	16222.0
61.0	16285.0
62.0	16197.0
63.0	16296.0
64.0	15787.0
65.0	15922.0
66.0	16185.0
67.0	15979.0
68.0	16370.0
69.0	15922.0
70.0	15908.0
71.0	16095.0
72.0	15912.0
73.0	16235.0
74.0	16490.0
75.0	16743.0
76.0	16189.0
77.0	16662.0
78.0	16845.0
79.0	16616.0
80.0	16495.0
81.0	16368.0
82.0	16367.0
83.0	16376.0
84.0	16204.0
85.0	16076.0
86.0	16316.0
87.0	16588.0
88.0	16210.0
89.0	17136.0
90.0	16498.0
91.0	16406.0
92.0	16134.0
93.0	16341.0
94.0	16683.0
95.0	16535.0
96.0	16232.0
97.0	16559.0
98.0	16465.0
99.0	16606.0
100.0	16595.0
101.0	16969.0
102.0	16718.0
103.0	16511.0
104.0	16304.0
105.0	16198.0
106.0	16615.0
107.0	16488.0
108.0	16302.0
109.0	16576.0
110.0	16924.0
111.0	16640.0
112.0	16747.0
113.0	16338.0
114.0	16448.0
115.0	16423.0
116.0	16461.0
117.0	16686.0
118.0	16575.0
119.0	16933.0
120.0	17032.0
121.0	17231.0
122.0	17176.0
123.0	17157.0
124.0	17565.0
125.0	17153.0
126.0	17265.0
127.0	17534.0
128.0	17679.0
129.0	17953.0
130.0	17669.0
131.0	18500.0
132.0	17872.0
133.0	18709.0
134.0	18820.0
135.0	18684.0
136.0	18627.0
137.0	18624.0
138.0	18697.0
139.0	18780.0
140.0	19221.0
141.0	19685.0
142.0	19834.0
143.0	20337.0
144.0	19630.0
145.0	19711.0
146.0	19851.0
147.0	20012.0
148.0	19777.0
149.0	20338.0
150.0	20805.0
151.0	23885.0
152.0	24056.0
153.0	24538.0
154.0	23923.0
155.0	23513.0
156.0	23853.0
157.0	24000.0
158.0	24083.0
159.0	24437.0
160.0	24132.0
161.0	23985.0
162.0	23824.0
163.0	23321.0
164.0	23679.0
165.0	24592.0
166.0	24340.0
167.0	24173.0
168.0	24406.0
169.0	24187.0
170.0	24101.0
171.0	24080.0
172.0	23850.0
173.0	24400.0
174.0	24665.0
175.0	24877.0
176.0	24815.0
177.0	24687.0
178.0	24080.0
179.0	24649.0
180.0	23893.0
181.0	23858.0
182.0	23844.0
183.0	24846.0
184.0	24734.0
185.0	24790.0
186.0	25372.0
187.0	24827.0
188.0	24015.0
189.0	23135.0
190.0	23407.0
191.0	24013.0
192.0	23492.0
193.0	24104.0
194.0	23896.0
195.0	22798.0
196.0	22646.0
197.0	23363.0
198.0	22069.0
199.0	22226.0
200.0	22267.0
201.0	22356.0
202.0	22069.0
203.0	21513.0
204.0	21098.0
205.0	21115.0
206.0	20477.0
207.0	21029.0
208.0	20723.0
209.0	20287.0
210.0	19054.0
211.0	17667.0
212.0	16941.0
213.0	17406.0
214.0	17223.0
215.0	16859.0
216.0	16375.0
217.0	15963.0
218.0	16095.0
219.0	16280.0
220.0	17167.0
221.0	17386.0
222.0	16991.0
223.0	16914.0
224.0	16627.0
225.0	17257.0
226.0	17209.0
227.0	17105.0
228.0	16974.0
229.0	16322.0
230.0	16365.0
231.0	16042.0
232.0	16445.0
233.0	16821.0
234.0	16896.0
235.0	16772.0
236.0	17126.0
237.0	17377.0
238.0	18324.0
239.0	19130.0
240.0	19306.0
241.0	19583.0
242.0	19897.0
243.0	20424.0
244.0	20934.0
245.0	21365.0
246.0	21934.0
247.0	22465.0
248.0	22950.0
249.0	23622.0
250.0	24140.0
251.0	24579.0
252.0	25320.0
253.0	26104.0
254.0	26782.0
255.0	27271.0
256.0	27619.0
257.0	29150.0
258.0	30086.0
259.0	30585.0
260.0	31609.0
261.0	32548.0
262.0	33662.0
263.0	34322.0
264.0	35692.0
265.0	36776.0
266.0	37888.0
267.0	39065.0
268.0	40507.0
269.0	41665.0
270.0	42887.0
271.0	44026.0
272.0	45277.0
273.0	46217.0
274.0	47535.0
275.0	49047.0
276.0	50070.0
277.0	51615.0
278.0	53747.0
279.0	55735.0
280.0	57006.0
281.0	58855.0
282.0	60407.0
283.0	62564.0
284.0	64518.0
285.0	65291.0
286.0	67985.0
287.0	69584.0
288.0	71500.0
289.0	73477.0
290.0	76222.0
291.0	77452.0
292.0	79920.0
293.0	82075.0
294.0	84248.0
295.0	86414.0
296.0	88276.0
297.0	90415.0
298.0	92384.0
299.0	94758.0
300.0	97198.0
301.0	100196.0
302.0	102712.0
303.0	105024.0
304.0	107920.0
305.0	110255.0
306.0	112397.0
307.0	115218.0
308.0	117437.0
309.0	119752.0
310.0	122800.0
311.0	124870.0
312.0	127597.0
313.0	130204.0
314.0	133440.0
315.0	135811.0
316.0	138902.0
317.0	141394.0
318.0	143990.0
319.0	146881.0
320.0	148189.0
321.0	151976.0
322.0	154329.0
323.0	157468.0
324.0	160184.0
325.0	162652.0
326.0	165615.0
327.0	167887.0
328.0	170818.0
329.0	173133.0
330.0	175401.0
331.0	176896.0
332.0	180950.0
333.0	184503.0
334.0	187242.0
335.0	188217.0
336.0	191539.0
337.0	194318.0
338.0	196189.0
339.0	197901.0
340.0	201138.0
341.0	204636.0
342.0	205973.0
343.0	209804.0
344.0	212376.0
345.0	214293.0
346.0	216302.0
347.0	218227.0
348.0	221204.0
349.0	221781.0
350.0	224673.0
351.0	226595.0
352.0	228909.0
353.0	232719.0
354.0	234636.0
355.0	236912.0
356.0	237681.0
357.0	240549.0
358.0	241306.0
359.0	243690.0
360.0	245055.0
361.0	245292.0
362.0	249036.0
363.0	250490.0
364.0	253295.0
365.0	255893.0
366.0	255970.0
367.0	258677.0
368.0	259858.0
369.0	260655.0
370.0	262084.0
371.0	264489.0
372.0	264780.0
373.0	267644.0
374.0	267932.0
375.0	270472.0
376.0	272078.0
377.0	272395.0
378.0	272774.0
379.0	274073.0
380.0	274273.0
381.0	275707.0
