#Coverage (X)	Coverage
1.0	96.37018135187765
2.0	93.51382019067599
3.0	89.77893155453484
4.0	85.15477960994659
5.0	79.68114161242636
6.0	73.4405617397156
7.0	66.57667458451041
8.0	59.30916375537126
9.0	51.899073579902286
10.0	44.61181761139456
11.0	37.70453764965958
12.0	31.366948934378
13.0	25.73044542101856
14.0	20.855291893533604
15.0	16.742665873137696
16.0	13.350138072317492
17.0	10.59916433855696
18.0	8.403092364686017
19.0	6.6729254927299735
20.0	5.3148731439433305
21.0	4.256447122541388
22.0	3.429008556972093
23.0	2.7815996375464778
24.0	2.27493229299688
25.0	1.875247549291302
26.0	1.558279067568975
27.0	1.3056429389379076
28.0	1.1026963048272762
29.0	0.939417209799501
30.0	0.8077244828242414
31.0	0.7016540642282649
32.0	0.6150490208267456
33.0	0.5447444620626527
34.0	0.4874447371143731
35.0	0.4407038398904888
36.0	0.40237436609783117
37.0	0.3705892695964792
38.0	0.34439351678626906
39.0	0.32240440908745427
40.0	0.30403568909056844
41.0	0.28835523381934536
42.0	0.2751453923466727
43.0	0.26369822639389895
44.0	0.2538077100542182
45.0	0.24504906338958676
46.0	0.2372971265101711
47.0	0.23030140992793235
48.0	0.22388219252647446
49.0	0.21795207451829413
50.0	0.21254058515198437
51.0	0.20745213558274145
